row_name,coupling_mode,reaction_transfer_mode,driver_run_called,stable,runtime_warning,canonical_driver_module,legacy_driver_module_used_as_implementation,n_grid,n_particles,completed_lbm_steps,total_mpm_substeps,diagnostics_row_count,rho_min_min,rho_max_max,lbm_max_v_max,mpm_min_J_min,bb_link_count_max,elapsed_seconds,runtime_hard_limit_exceeded,soft_rho_min_warning,soft_rho_max_warning,has_nan,has_inf,pass
canonical_driver_moving_boundary_engineering_32_3step,moving_boundary,engineering,True,True,False,src.mpm_lbm.sim.drivers.fsi_driver,False,32,1024,3,3,4,0.9631504416465759,1.037545919418335,0.028745334595441818,0.9998476505279541,2272,238.40363110000908,False,False,False,False,False,True
