case,candidate_id,geometry_type,geometry_source,mode,reaction_transfer_mode,boundary_motion_mode,boundary_motion_config_path,boundary_motion_report_enabled,boundary_motion_report_written,boundary_motion_interface_report_path,wall_velocity_application_mode,wall_velocity_application_config_path,wall_velocity_application_report_enabled,wall_velocity_application_report_written,wall_velocity_application_report_path,wall_velocity_application_report_pass,driver_application_report_count,application_policy,apply_to_lbm_solid_vel,apply_to_lbm_populations,modify_bounceback_formula,applied_cell_count,max_applied_velocity_norm,mean_applied_velocity_norm,wall_velocity_cap_lbm,lbm_population_update_count,after_solid_vel_norm_max,quality_check_enabled,quality_check_strict,quality_pass,quality_severity,quality_warnings_count,quality_reasons_count,quality_gate_strict,quality_report_path,driver_timing_path,n_grid,n_particles,n_lbm_steps,mpm_substeps_per_lbm_step,completed_lbm_steps,total_mpm_substeps,rho_min_global,rho_max_global,lbm_max_v_global,mpm_min_J_global,mpm_max_speed_global,projected_mass,active_cell_count,cell_force_max_norm,hydro_force_max_norm,bb_link_count_min,bb_link_count_max,bb_max_correction_global,active_reaction_particle_count_max,area_scale_final,area_scale_min,area_scale_max,raw_area_scale_final,has_nan,has_inf,stable,notes
experimental_32_moving_boundary,squid_proxy_wall_velocity_application,squid_proxy,configs/step30_squid_proxy_geometry.json,moving_boundary,engineering,prescribed_kinematic,configs/step34_boundary_motion_interface_prescribed_kinematic.json,True,True,outputs/step36_experimental_application_smoke/experimental_32_moving_boundary/boundary_motion_interface_report.json,solid_vel_experimental,configs/step36_wall_velocity_application_solid_vel_experimental.json,True,True,outputs/step36_experimental_application_smoke/experimental_32_moving_boundary/wall_velocity_application_report.json,True,5,additive_capped,True,False,False,648,0.005866361313097195,0.0037746346535442437,0.01,0,0.010000000000000002,True,True,True,ok,0,0,True,outputs/step36_experimental_application_smoke/experimental_32_moving_boundary/geometry_quality_report.json,outputs/step36_experimental_application_smoke/experimental_32_moving_boundary/driver_timing.json,32,4096,5,5,5,25,0.9868627786636353,1.0080370903015137,0.00940057635307312,0.9942772388458252,0.10942521691322327,0.022940386086702347,1839,0.0,0.42086970806121826,2508,2508,0.003304814686998725,3670,1.0,1.0,1.0,1.0,False,False,True,Step 36 controlled solid_vel application smoke; opt-in experimental only
experimental_48_moving_boundary,squid_proxy_wall_velocity_application,squid_proxy,configs/step30_squid_proxy_geometry.json,moving_boundary,engineering,prescribed_kinematic,configs/step34_boundary_motion_interface_prescribed_kinematic.json,True,True,outputs/step36_experimental_application_smoke/experimental_48_moving_boundary/boundary_motion_interface_report.json,solid_vel_experimental,configs/step36_wall_velocity_application_solid_vel_experimental.json,True,True,outputs/step36_experimental_application_smoke/experimental_48_moving_boundary/wall_velocity_application_report.json,True,5,additive_capped,True,False,False,2136,0.005849450792213756,0.0037105494753762644,0.01,0,0.010000000000000002,True,True,True,ok,0,0,True,outputs/step36_experimental_application_smoke/experimental_48_moving_boundary/geometry_quality_report.json,outputs/step36_experimental_application_smoke/experimental_48_moving_boundary/driver_timing.json,48,4096,5,5,5,25,0.9811670184135437,1.0088709592819214,0.00985103752464056,0.994580090045929,0.08123750984668732,0.02294039912521839,4850,0.0,0.42062535881996155,6630,6638,0.0033060458954423666,3257,1.0,1.0,1.0,1.0,False,False,True,Step 36 controlled solid_vel application smoke; opt-in experimental only
experimental_48_link_area,squid_proxy_wall_velocity_application,squid_proxy,configs/step30_squid_proxy_geometry.json,moving_boundary,link_area_experimental,prescribed_kinematic,configs/step34_boundary_motion_interface_prescribed_kinematic.json,True,True,outputs/step36_experimental_application_smoke/experimental_48_link_area/boundary_motion_interface_report.json,solid_vel_experimental,configs/step36_wall_velocity_application_solid_vel_experimental.json,True,True,outputs/step36_experimental_application_smoke/experimental_48_link_area/wall_velocity_application_report.json,True,5,additive_capped,True,False,False,2136,0.005849450792213756,0.0037120391920617175,0.01,0,0.010000000000000002,True,True,True,ok,0,0,True,outputs/step36_experimental_application_smoke/experimental_48_link_area/geometry_quality_report.json,outputs/step36_experimental_application_smoke/experimental_48_link_area/driver_timing.json,48,4096,5,5,5,25,0.9811670780181885,1.0088746547698975,0.00984907802194357,0.9945948719978333,0.08109777420759201,0.022940386086702347,4850,0.0,0.4206315279006958,6630,6638,0.0033060614950954914,3257,0.7894497513771057,0.25,2.0,0.7894497513771057,False,False,True,Step 36 controlled solid_vel application smoke; opt-in experimental only
