step,rho_min,rho_max,rho_mean,mass_total,mass_total_delta_from_initial,mass_total_delta_rel
0,1.0,1.0,1.0,128.0,0.0,0.0
5,0.9998634457588196,1.0495233535766602,1.0123417088761926,129.57973873615265,1.579738736152649,0.01234170887619257
10,0.9992852210998535,1.050786018371582,1.0260738329961896,131.33745062351227,3.337450623512268,0.026073832996189594
15,1.0015180110931396,1.0460585355758667,1.0347487172111869,132.44783580303192,4.447835803031921,0.034748717211186886
20,0.9956880807876587,1.0454410314559937,1.0258035631850362,131.30285608768463,3.3028560876846313,0.025803563185036182
