step,inlet_flux,outlet_flux,flux_imbalance_abs,flux_imbalance_rel
0,0.0,0.0,0.0,0.0
5,0.3942313736179406,0.0012390986056629878,0.39299227501227757,0.9968569254286092
10,0.3228914242279841,0.010572046037261421,0.3123193781907227,0.9672582012280487
15,0.3179248713332763,0.2844265357668825,0.03349833556639381,0.10536557088444322
20,0.32889455787192134,0.6977478743859793,0.36885331651405795,0.5286340955730611
