metric,value
artifact_check_count,7
artifact_pass_count,7
pass_count,7
planned_step100_activation_feature_count,5
row_count,7
step100_step99_regression_guard_pass,True
step99_48cube_5step_taichi_ggui_visualization_guard_pass,True
step99_48cube_5step_taichi_ggui_visualization_plan_pass,True
step99_activation_feature_count,0
step99_artifact_budget_pass,True
step99_driver_run_dir_count,0
step99_ggui_screenshot_count,0
step99_ggui_video_count,0
step99_output_guard_pass,True
step99_particle_npy_count,0
step99_step96_regression_guard_pass,True
step99_step97_regression_guard_pass,True
step99_step98_regression_guard_pass,True
step99_vtr_count,0
