metric,applied_cell_count_32,applied_cell_count_48,applied_cell_count_ratio_48_vs_32,applied_cell_count_growth_observed,applied_cell_support_growth_pass,applied_cell_fraction_32,applied_cell_fraction_48,applied_cell_fraction_ratio,applied_cell_count_per_active_cell_32,applied_cell_count_per_active_cell_48,applied_cell_growth_is_physical_validation,wall_support_growth_claim,audit_pass
applied_cell_count,648,2136,3.2962962962962963,True,True,0.019775390625,0.019314236111111112,0.9766803840877916,1.0,3.2962962962962963,False,diagnostic_only,True
