actual,artifact_path,check,expected,pass,summary_key
True,outputs/step95_taichi_ggui_10step_visualization_plan/taichi_ggui_10step_visualization_plan.json,step95_taichi_ggui_10step_visualization_plan_guard_matrix_pass,True,True,step95_taichi_ggui_10step_visualization_plan_pass
True,outputs/step95_taichi_ggui_10step_visualization_guard/taichi_ggui_10step_visualization_guard.json,step95_taichi_ggui_10step_visualization_plan_guard_quality_pass,True,True,step95_taichi_ggui_10step_visualization_guard_pass
True,outputs/step95_output_guard/output_guard.json,step95_output_guard_pass,True,True,output_guard_pass
True,outputs/step95_step94_regression_guard/step94_regression_guard.json,step95_step94_regression_guard_pass,True,True,step95_step94_regression_guard_pass
True,outputs/step95_step92_regression_guard/step92_regression_guard.json,step95_step92_regression_guard_pass,True,True,step95_step92_regression_guard_pass
True,outputs/step95_artifact_manifest/artifact_summary.json,step95_artifact_budget_pass,True,True,artifact_budget_pass
