metric,value
artifact_budget_pass,True
output_guard_pass,True
pass_count,44
private_absolute_path_count,0
protected_diagnostics_edit_count,0
protected_external_edit_count,0
protected_real_geometry_candidate_edit_count,0
protected_sim_edit_count,0
row_count,44
step92_dense_displacement_output_count,0
step92_dense_wall_velocity_output_count,0
step92_displaced_particle_output_count,0
step92_forbidden_file_count,0
step92_large_file_count,0
step92_optional_driver_run_dir_count,0
step92_particle_npy_count,0
step92_raw_geometry_output_count,0
step92_real_geometry_candidate_output_count,0
step92_required_driver_run_dir_count,1
step92_sparse_wall_velocity_output_count,0
step92_total_size_bytes,734392
step92_total_size_mb,0.7003707885742188
step92_vtr_count,0
