step,time_s,flap_tip_total_displacement_m,flap_tip_x_displacement_m,flap_tip_y_displacement_m
0,0.0,0.0,0.0,0.0
1,0.0005,1.6366210786600277e-07,3.16067598760128e-08,-1.4879041998483444e-07
2,0.001,4.900337557955936e-07,9.542564072262394e-08,-4.4528860598802567e-07
3,0.0015,9.775357057151268e-07,1.9178260401986336e-07,-8.873757906258106e-07
4,0.002,1.623339812795166e-06,3.2166718710868736e-07,-1.4715013776367414e-06
5,0.0025,2.4241073788289214e-06,4.847417471864901e-07,-2.194091166529688e-06
6,0.003,3.37632673108601e-06,6.816932227593497e-07,-3.0508033432852244e-06
7,0.0035,4.476168214750942e-06,9.126612212639884e-07,-4.03702733819955e-06
8,0.004,5.719403361581499e-06,1.1782860838138731e-06,-5.147966930962866e-06
9,0.0045000000000000005,7.102037216100143e-06,1.4785094890612527e-06,-6.379012575052911e-06
10,0.005,8.620305379736237e-06,1.8136109929400845e-06,-7.725599971308839e-06
11,0.0055,1.027007783704903e-05,2.1837070107721956e-06,-9.183061592921149e-06
12,0.006,1.2047803465975448e-05,2.589204768810305e-06,-1.0747171472758055e-05
13,0.006500000000000001,1.3950231732451357e-05,3.029836761925253e-06,-1.2414064258337021e-05
14,0.007,1.597447771928273e-05,3.5059056244790554e-06,-1.4180399375618435e-05
15,0.0075,1.8118009393219836e-05,4.017457740701502e-06,-1.6043091818573885e-05
16,0.008,2.0378787667141296e-05,4.5644587771676015e-06,-1.799974234018009e-05
17,0.0085,2.2755069949198514e-05,5.147035608388251e-06,-2.0048302758368663e-05
18,0.009000000000000001,2.5246072254958563e-05,5.765108198829694e-06,-2.2187678041518666e-05
19,0.0095,2.7851139748236164e-05,6.41876840745681e-06,-2.4417031454504468e-05
20,0.01,3.0570085073122755e-05,7.107935289241141e-06,-2.673611743375659e-05
21,0.0105,3.3402786357328296e-05,7.832516530470457e-06,-2.9144843210815452e-05
22,0.011,3.63500184903387e-05,8.592789527028799e-06,-3.1643896363675594e-05
23,0.0115,3.941232353099622e-05,9.388243597641122e-06,-3.423420639592223e-05
24,0.012,4.259055640432052e-05,1.0218983334198128e-05,-3.691663732752204e-05
25,0.0125,4.58855829492677e-05,1.1084811376349535e-05,-3.969229510403238e-05
26,0.013000000000000001,4.9298483645543456e-05,1.1985876881226432e-05,-4.256244210409932e-05
27,0.0135,5.282975689624436e-05,1.292156503041042e-05,-4.552813697955571e-05
28,0.014,5.648021033266559e-05,1.389217777614249e-05,-4.859017280978151e-05
29,0.0145,6.025015318300575e-05,1.4897435903549194e-05,-5.174922989681363e-05
30,0.015,6.413964001694694e-05,1.5937106581986882e-05,-5.5005519243422896e-05
31,0.0155,6.814843800384551e-05,1.701096880424302e-05,-5.8359048125566915e-05
32,0.016,7.227613241411746e-05,1.8119102605851367e-05,-6.180943455547094e-05
33,0.0165,7.652148633496836e-05,1.926111326611135e-05,-6.535552529385313e-05
34,0.017,8.088308823062107e-05,2.0436908016563393e-05,-6.899602158227935e-05
35,0.0175,8.535922097507864e-05,2.1646148525178432e-05,-7.272901711985469e-05
36,0.018000000000000002,8.99477454368025e-05,2.288852192577906e-05,-7.655234367121011e-05
37,0.0185,9.464612230658531e-05,2.4164002752513625e-05,-8.046319999266416e-05
38,0.019,9.945171768777072e-05,2.547219628468156e-05,-8.445882849628106e-05
39,0.0195,0.0001043614320224151,2.681292789930012e-05,-8.853583130985498e-05
40,0.02,0.00010937227489193901,2.8186046620248817e-05,-9.269082511309534e-05
41,0.0205,0.00011448070290498435,2.959100493171718e-05,-9.692013554740697e-05
42,0.021,0.00011968344915658236,3.10275936499238e-05,-0.00010122013190994039
43,0.021500000000000002,0.0001249771739821881,3.249567453167401e-05,-0.00010558710346231237
44,0.022,0.00013035857409704477,3.3994812838500366e-05,-0.00011001747770933434
45,0.0225,0.00013582472456619143,3.552488124114461e-05,-0.00011450797319412231
46,0.023,0.00014137224934529513,3.708548683789559e-05,-0.00011905492283403873
47,0.0235,0.00014699851453769952,3.867631312459707e-05,-0.00012365543807391077
48,0.024,0.0001527006970718503,4.029705814900808e-05,-0.00012830646301154047
49,0.0245,0.00015847627946641296,4.194738721707836e-05,-0.00013300548016559333
50,0.025,0.0001643230061745271,4.3627002014545724e-05,-0.00013774992839898914
