case,reaction_transfer_mode,step_index,driver_lbm_step,requested_phase,selected_phase,report_pass,finite_pass,cap_pass,applied_cell_count,max_applied_velocity_norm,mean_applied_velocity_norm,after_solid_vel_norm_max,wall_velocity_cap_lbm,lbm_population_update_count,apply_to_lbm_solid_vel,apply_to_lbm_populations,modify_bounceback_formula
experimental_48_link_area,link_area_experimental,0,0,0.0,0.0,True,True,True,2136,0.0005006836795005674,0.0003217638579611436,0.0005006836795005674,0.01,0,True,False,False
experimental_48_link_area,link_area_experimental,1,1,0.025,0.0,True,True,True,2136,0.0005006836795005674,0.0003217638579611436,0.0012242959317365898,0.01,0,True,False,False
experimental_48_link_area,link_area_experimental,2,2,0.05,0.0,True,True,True,2136,0.0005006836795005674,0.0003217638579611436,0.001935901117285761,0.01,0,True,False,False
experimental_48_link_area,link_area_experimental,3,3,0.075,0.1,True,True,True,2136,0.005849450792213756,0.0037591436088628594,0.006555393560548287,0.01,0,True,False,False
experimental_48_link_area,link_area_experimental,4,4,0.1,0.1,True,True,True,2136,0.005849450792213756,0.0037591436088628594,0.006936873815853884,0.01,0,True,False,False
experimental_48_link_area,link_area_experimental,5,5,0.125,0.1,True,True,True,2136,0.005849450792213756,0.0037591436088628594,0.007233760237673618,0.01,0,True,False,False
experimental_48_link_area,link_area_experimental,6,6,0.15,0.1,True,True,True,2136,0.005849450792213756,0.0037591436088628594,0.007352389458413835,0.01,0,True,False,False
experimental_48_link_area,link_area_experimental,7,7,0.175,0.2,True,True,True,2136,0.007021783310068709,0.004512541910430384,0.00848009559050949,0.01,0,True,False,False
experimental_48_link_area,link_area_experimental,8,8,0.2,0.2,True,True,True,2136,0.007021783310068709,0.004512541910430384,0.008217946311611591,0.01,0,True,False,False
experimental_48_link_area,link_area_experimental,9,9,0.225,0.2,True,True,True,2136,0.007021783310068709,0.004512541910430384,0.007848468356367584,0.01,0,True,False,False
experimental_48_link_area,link_area_experimental,10,10,0.25,0.2,True,True,True,2136,0.007021783310068709,0.004512541910430384,0.007481261224571361,0.01,0,True,False,False
experimental_48_link_area,link_area_experimental,11,11,0.275,0.35,True,True,True,2136,0.0001769404350671112,0.00011371059083312566,0.004020947085325002,0.01,0,True,False,False
experimental_48_link_area,link_area_experimental,12,12,0.3,0.35,True,True,True,2136,0.00017694043506711127,0.00011371059083312565,0.004015666172155383,0.01,0,True,False,False
experimental_48_link_area,link_area_experimental,13,13,0.325,0.35,True,True,True,2136,0.00017694043506711127,0.00011371059083312565,0.004009718999597266,0.01,0,True,False,False
experimental_48_link_area,link_area_experimental,14,14,0.35,0.35,True,True,True,2136,0.00017694043506711127,0.00011371059083312568,0.003936349327673404,0.01,0,True,False,False
experimental_48_link_area,link_area_experimental,15,15,0.375,0.35,True,True,True,2136,0.00017694043506711127,0.00011371059083312566,0.003847499074482294,0.01,0,True,False,False
experimental_48_link_area,link_area_experimental,16,16,0.4,0.35,True,True,True,2136,0.00017694043506711124,0.00011371059083312568,0.0037797202041287598,0.01,0,True,False,False
experimental_48_link_area,link_area_experimental,17,17,0.425,0.35,True,True,True,2136,0.0001769404350671113,0.00011371059083312566,0.003744328714183382,0.01,0,True,False,False
experimental_48_link_area,link_area_experimental,18,18,0.45,0.5,True,True,True,2136,0.002743496658157396,0.001763105340107655,0.004319434579864953,0.01,0,True,False,False
experimental_48_link_area,link_area_experimental,19,19,0.475,0.5,True,True,True,2136,0.002743496658157396,0.001763105340107655,0.00416618569538852,0.01,0,True,False,False
experimental_48_link_area,link_area_experimental,20,20,0.5,0.5,True,True,True,2136,0.002743496658157396,0.001763105340107655,0.004398546479373504,0.01,0,True,False,False
experimental_48_link_area,link_area_experimental,21,21,0.525,0.5,True,True,True,2136,0.002743496658157396,0.001763105340107655,0.004586188064159073,0.01,0,True,False,False
experimental_48_link_area,link_area_experimental,22,22,0.55,0.5,True,True,True,2136,0.002743496658157396,0.001763105340107655,0.0046072375406169255,0.01,0,True,False,False
experimental_48_link_area,link_area_experimental,23,23,0.575,0.5,True,True,True,2136,0.002743496658157396,0.001763105340107655,0.0044535668326213225,0.01,0,True,False,False
experimental_48_link_area,link_area_experimental,24,24,0.6,0.5,True,True,True,2136,0.002743496658157396,0.001763105340107655,0.004407416265089091,0.01,0,True,False,False
experimental_48_link_area,link_area_experimental,25,25,0.625,0.5,True,True,True,2136,0.002743496658157396,0.001763105340107655,0.004450653711366654,0.01,0,True,False,False
experimental_48_link_area,link_area_experimental,26,26,0.65,0.75,True,True,True,2136,0.003658631054207112,0.0023512155299976315,0.004516721718161302,0.01,0,True,False,False
experimental_48_link_area,link_area_experimental,27,27,0.675,0.75,True,True,True,2136,0.003658631054207112,0.0023512155299976315,0.004698568740154684,0.01,0,True,False,False
experimental_48_link_area,link_area_experimental,28,28,0.7,0.75,True,True,True,2136,0.003658631054207112,0.0023512155299976315,0.0049791381500027595,0.01,0,True,False,False
experimental_48_link_area,link_area_experimental,29,29,0.725,0.75,True,True,True,2136,0.003658631054207112,0.0023512155299976315,0.005282385128269787,0.01,0,True,False,False
experimental_48_link_area,link_area_experimental,30,30,0.75,0.75,True,True,True,2136,0.003658631054207112,0.0023512155299976315,0.005560923660434616,0.01,0,True,False,False
experimental_48_link_area,link_area_experimental,31,31,0.775,0.75,True,True,True,2136,0.003658631054207112,0.0023512155299976315,0.005799655193918046,0.01,0,True,False,False
experimental_48_link_area,link_area_experimental,32,32,0.8,0.75,True,True,True,2136,0.003658631054207112,0.0023512155299976315,0.0059791749955206645,0.01,0,True,False,False
experimental_48_link_area,link_area_experimental,33,33,0.825,0.75,True,True,True,2136,0.003658631054207112,0.0023512155299976315,0.006089051481909564,0.01,0,True,False,False
experimental_48_link_area,link_area_experimental,34,34,0.85,0.75,True,True,True,2136,0.003658631054207112,0.0023512155299976315,0.006146076553328578,0.01,0,True,False,False
experimental_48_link_area,link_area_experimental,35,35,0.875,0.75,True,True,True,2136,0.003658631054207112,0.0023512155299976315,0.006181037835277311,0.01,0,True,False,False
experimental_48_link_area,link_area_experimental,36,36,0.9,1.0,True,True,True,2136,0.00014680280936628728,9.434267629482486e-05,0.00620508865601336,0.01,0,True,False,False
experimental_48_link_area,link_area_experimental,37,37,0.925,1.0,True,True,True,2136,0.00014680280936628728,9.434267629482486e-05,0.006199144467326031,0.01,0,True,False,False
experimental_48_link_area,link_area_experimental,38,38,0.95,1.0,True,True,True,2136,0.00014680280936628728,9.434267629482487e-05,0.006149866763854118,0.01,0,True,False,False
experimental_48_link_area,link_area_experimental,39,39,0.975,1.0,True,True,True,2136,0.00014680280936628728,9.434267629482486e-05,0.006073861311044026,0.01,0,True,False,False
