row_name,campaign_id,gate_source_step,previous_step,post_gate_simulation_allowed,allowed_next_step,allowed_next_step_scope,n_grid,n_particles,n_lbm_steps,mpm_substeps_per_lbm_step,coupling_mode,reaction_transfer_mode,geometry_type,geometry_motion_mode,geometry_motion_application_mode,runtime_geometry_enabled,wall_velocity_enabled,combined_runtime_geometry_wall_velocity_enabled,real_geometry_enabled,squid_proxy_enabled,link_area_enabled,grid_48_enabled,grid_64_enabled,write_vtk,write_particles,activation_feature_count,driver_run_called,canonical_driver_module,legacy_driver_module_used_as_implementation,initialized,completed_lbm_steps,total_mpm_substeps,diagnostics_row_count,rho_min_final,rho_max_final,rho_min_min,rho_max_max,lbm_max_v_max,mpm_min_J_min,mpm_max_speed_max,projected_mass_final,active_cell_count_final,cell_force_max_norm_max,hydro_force_max_norm_max,bb_link_count_final,bb_link_count_max,bb_max_correction_max,active_reaction_particle_count_final,max_grid_reaction_norm_max,geometry_motion_config_path_exists,geometry_motion_application_config_path_exists,geometry_motion_interface_report_exists,geometry_motion_interface_report_pass,no_op_pass,config_validation_pass,diagnostic_only,mutation_flag_enabled_count,apply_to_driver,apply_to_mpm_particles,apply_to_lbm_solid_phi,apply_to_lbm_solid_vel,apply_to_projection,update_dynamic_solid,recompute_boundary_links,mutate_geometry_state,has_nan,has_inf,generated_file_count,geo_path_name,diagnostics_csv_exists,diagnostics_npz_exists,driver_config_exists,elapsed_seconds,runtime_warning,runtime_hard_fail,stable,notes
canonical_driver_runtime_geometry_diagnostic_only_32_3step_smoke,step80_runtime_geometry_diagnostic_only_canonical_driver_smoke,Step79,Step79,True,Step80,runtime geometry diagnostic-only canonical driver 3-step smoke only,32,1024,3,1,moving_boundary,engineering,box,prescribed_kinematic,diagnostic_only,True,False,False,False,False,False,False,False,False,False,1,True,src.mpm_lbm.sim.drivers.fsi_driver,False,True,3,3,4,0.9631504416465759,1.037545919418335,0.9631504416465759,1.037545919418335,0.028745334595441818,0.9998476505279541,1.5669373273849487,0.02699997089803219,1320,0.0,0.41414007544517517,2272,2272,0.0068721589632332325,892,4.051990254083648e-05,True,True,True,True,True,True,True,0,False,False,False,False,False,False,False,False,False,False,5,geo_all_fluid_32.dat,True,True,True,263.8073267000145,False,False,True,runtime geometry diagnostic-only canonical driver 3-step smoke completed
