metric,value
output_guard_pass,True
pass_count,27
private_absolute_path_count,0
protected_external_edit_count,0
protected_real_geometry_candidate_edit_count,0
row_count,27
step83_dense_displacement_output_count,0
step83_dense_wall_velocity_output_count,0
step83_displaced_particle_output_count,0
step83_driver_run_dir_count,0
step83_forbidden_file_count,0
step83_large_file_count,0
step83_particle_npy_count,0
step83_raw_geometry_output_count,0
step83_sparse_wall_velocity_output_count,0
step83_total_size_bytes,519169
step83_total_size_mb,0.4951181411743164
step83_vtr_count,0
