label,target_u_lbm_x,reaction_scale,force_cap_norm,stable,well_behaved,sign_reversed,rho_min,rho_max,lbm_max_v,mpm_min_J,mpm_max_speed,solid_slowdown,projection_zone_ux_final,hydro_force_max_norm,accounting_error_x,recommendation
original_step14,0.005,1.0,2.5e-05,True,False,False,0.9827433824539185,1.039551854133606,0.021100816511951448,0.9927883744239807,0.14158621050240058,0.0,0.00022285242683691602,0.4340404111532288,0.0006898855790495872,Step 14 known-good comparison row
recommended_step15,0.005,1.0,1e-05,True,True,False,0.9888914823532104,1.0172829627990723,0.008981309201859345,0.9971733093261719,0.06890865248100576,0.0,0.00026244757486909684,0.4111796275818642,0.000687203835695982,selected from Step 15 evidence
