path,size_bytes,extension,forbidden,pass
logs/step60_duration_ramp_matrix.log,229,.log,False,True
logs/step60_duration_ramp_quality.log,58,.log,False,True
logs/step60_output_guard.log,50,.log,False,True
logs/step60_step59_regression_guard.log,61,.log,False,True
outputs/step60_driver_runs/canonical_driver_moving_boundary_engineering_16_3step/diagnostics_timeseries.csv,1406,.csv,False,True
outputs/step60_driver_runs/canonical_driver_moving_boundary_engineering_16_3step/diagnostics_timeseries.npz,9184,.npz,False,True
outputs/step60_driver_runs/canonical_driver_moving_boundary_engineering_16_3step/driver_config.json,1471,.json,False,True
outputs/step60_driver_runs/canonical_driver_moving_boundary_engineering_16_3step/geo_all_fluid_16.dat,12288,.dat,False,True
outputs/step60_driver_runs/canonical_driver_moving_boundary_engineering_16_5step/diagnostics_timeseries.csv,2049,.csv,False,True
outputs/step60_driver_runs/canonical_driver_moving_boundary_engineering_16_5step/diagnostics_timeseries.npz,9624,.npz,False,True
outputs/step60_driver_runs/canonical_driver_moving_boundary_engineering_16_5step/driver_config.json,1471,.json,False,True
outputs/step60_driver_runs/canonical_driver_moving_boundary_engineering_16_5step/geo_all_fluid_16.dat,12288,.dat,False,True
outputs/step60_driver_runs/canonical_driver_penalty_16_5step/diagnostics_timeseries.csv,2047,.csv,False,True
outputs/step60_driver_runs/canonical_driver_penalty_16_5step/diagnostics_timeseries.npz,9432,.npz,False,True
outputs/step60_driver_runs/canonical_driver_penalty_16_5step/driver_config.json,1463,.json,False,True
outputs/step60_driver_runs/canonical_driver_penalty_16_5step/geo_all_fluid_16.dat,12288,.dat,False,True
outputs/step60_duration_ramp_matrix/duration_ramp_matrix.csv,2276,.csv,False,True
outputs/step60_duration_ramp_matrix/duration_ramp_matrix.json,6533,.json,False,True
outputs/step60_duration_ramp_matrix/duration_ramp_matrix_summary.csv,1062,.csv,False,True
outputs/step60_duration_ramp_quality/duration_ramp_quality.csv,1057,.csv,False,True
outputs/step60_duration_ramp_quality/duration_ramp_quality.json,2715,.json,False,True
outputs/step60_duration_ramp_quality/duration_ramp_quality_summary.csv,249,.csv,False,True
outputs/step60_output_guard/output_guard.csv,2461,.csv,False,True
outputs/step60_output_guard/output_guard.json,5732,.json,False,True
outputs/step60_output_guard/output_guard_summary.csv,451,.csv,False,True
outputs/step60_step59_regression_guard/step59_regression_guard.csv,2711,.csv,False,True
outputs/step60_step59_regression_guard/step59_regression_guard.json,3993,.json,False,True
outputs/step60_step59_regression_guard/step59_regression_guard_summary.csv,247,.csv,False,True
