row_name,runtime_geometry_projection_enabled,wall_velocity_application_enabled,rho_min,rho_max,lbm_max_v,bb_link_count,bb_max_correction,hydro_force_max_norm,max_applied_velocity_norm,wall_velocity_cap_lbm,has_nan,has_inf,diagnostics_pass
original_static_32_1step,False,False,0.999,1.001,0.0,3888,0.0,0.0,0.0,0.01,False,False,True
runtime_geometry_only_32_phase035_1step,True,False,0.9989795,1.0010205,0.0,2658,0.0,0.00205,0.0,0.01,False,False,True
wall_velocity_only_32_phase035_1step,False,True,0.9989822548037436,1.0010177451962563,0.0001774519625640706,3888,0.0001774519625640706,1.1498887174151774e-07,0.0001774519625640706,0.01,False,False,True
runtime_geometry_plus_wall_velocity_32_phase035_1step,True,True,0.9989617548037436,1.0010382451962565,0.0001774519625640706,2658,0.0001774519625640706,0.002050114988871742,0.0001774519625640706,0.01,False,False,True
