step,rho_min,rho_max,rho_mean,mass_total,mass_total_delta_from_initial,mass_total_delta_rel,inlet_mean_ux,outlet_mean_ux,midplane_mean_ux,inlet_flux,outlet_flux,flux_imbalance_abs,flux_imbalance_rel,max_v,mach_proxy_observed
0,1.0,1.0,1.0,101568.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
25,0.9994313716888428,1.055232286453247,1.0108475934610794,102669.76837265491,1101.7683726549149,0.010847593461079424,0.019879631172612114,0.0003217128838627799,2.2534840282401437e-10,43.58145830855584,0.6803624710661054,42.901095837489734,0.9843887171868102,0.02714633025206297,0.04701882323561712
50,0.9968344569206238,1.0538724660873413,1.0210979968900942,103710.88134813309,2142.881348133087,0.021097996890094194,0.01995884872962402,0.0017761327640167992,0.0209045773856201,43.782274916113494,3.74655922688172,40.03571568923177,0.9144274884285912,0.026924917160124465,0.0466353245109187
75,0.9942158460617065,1.0475951433181763,1.030495424200936,104665.35924524069,3097.3592452406883,0.030495424200936202,0.019955041698604428,0.0034553364034463074,0.02030551929263634,43.78933998031295,7.273615458207638,36.515724522105316,0.8338952936610201,0.02839373795233644,0.049179396750243416
100,1.013541579246521,1.041128396987915,1.0321582451828937,104834.24864673615,3266.248646736145,0.032158245182893674,0.01995712099068698,0.029464608029724716,0.022006299866593155,43.79262977229338,63.3845383509112,19.59190857861782,0.30909602070701475,0.03120340652539282,0.05404588547120661
125,0.9780330061912537,1.038084626197815,1.0216875471076128,103770.760784626,2202.760784626007,0.021687547107612705,0.019952378771840005,0.0500828539666549,0.020040815034819616,43.6436814962428,103.89105227776602,60.24737078152322,0.5799091400137537,0.05320960472989156,0.09216173884282942
150,0.9697327017784119,1.0353859663009644,1.004670005228908,102042.32309108973,474.3230910897255,0.004670005228907978,0.019948925324742083,0.05509635992480234,0.03531069412082786,43.39904808196493,113.27196383211606,69.87291575015112,0.6168597540492189,0.06004632279630753,0.10400328189088595
175,0.9691962003707886,1.0409494638442993,0.9905843290347176,100611.6691313982,-956.330868601799,-0.009415670965282362,0.020178982517937292,0.04082412090801039,0.05076791253865173,43.97390569237099,86.04600284410542,42.072097151734425,0.4889488850279182,0.059033930972516684,0.10224976781491288
200,0.9671298861503601,1.0259544849395752,0.9840299932887072,99945.95835834742,-1622.041641652584,-0.01597000671129277,0.019894230064173672,0.02353091749779069,0.05021670995331202,40.808389913923484,51.00883558931479,10.200445675391308,0.1999740938514596,0.059660494324079626,0.10333500737398055
225,0.9217521548271179,1.0279825925827026,0.9822930348907946,99769.53896778822,-1798.4610322117805,-0.017706965109205462,0.019887044131474144,0.020658934497180304,0.026767659178976364,38.81560243265793,44.79379082689665,5.978188394238714,0.1334602024941609,0.03505382925629342,0.060715013271744556
250,0.9320865273475647,1.013594388961792,0.9779487594072463,99328.2995954752,-2239.700404524803,-0.022051240592753655,0.0199388666166475,0.03340778754811051,-0.0028888073764749785,39.37161663484822,71.10112651184923,31.729509877001007,0.44625889115432205,0.0383779189011026,0.06647250542546763
