row_name,campaign_id,gate_source_step,previous_step,post_gate_simulation_allowed,allowed_next_step,allowed_next_step_scope,n_grid,n_particles,n_lbm_steps,mpm_substeps_per_lbm_step,coupling_mode,reaction_transfer_mode,geometry_type,boundary_motion_mode,wall_velocity_application_mode,runtime_geometry_enabled,wall_velocity_enabled,combined_runtime_geometry_wall_velocity_enabled,real_geometry_enabled,squid_proxy_enabled,link_area_enabled,grid_48_enabled,grid_64_enabled,write_vtk,write_particles,activation_feature_count,driver_run_called,canonical_driver_module,legacy_driver_module_used_as_implementation,initialized,completed_lbm_steps,total_mpm_substeps,diagnostics_row_count,rho_min_final,rho_max_final,rho_min_min,rho_max_max,lbm_max_v_max,mpm_min_J_min,mpm_max_speed_max,projected_mass_final,active_cell_count_final,cell_force_max_norm_max,hydro_force_max_norm_max,bb_link_count_final,bb_link_count_max,bb_max_correction_max,active_reaction_particle_count_final,max_grid_reaction_norm_max,boundary_motion_config_path_exists,boundary_motion_interface_report_exists,boundary_motion_interface_report_pass,boundary_motion_diagnostic_only,wall_velocity_application_config_path_exists,wall_velocity_application_report_exists,wall_velocity_application_report_pass,target_lbm_field,application_policy,apply_to_lbm_solid_vel,apply_to_lbm_populations,apply_to_mpm,apply_to_projector,modify_bounceback_formula,jet_model_enabled,actuation_claim_enabled,applied_cell_count,max_applied_velocity_norm,wall_velocity_cap_lbm,finite_pass,cap_pass,lbm_population_update_count,has_nan,has_inf,generated_file_count,geo_path_name,diagnostics_csv_exists,diagnostics_npz_exists,driver_config_exists,elapsed_seconds,runtime_warning,runtime_hard_fail,stable,notes
canonical_driver_wall_velocity_solid_vel_32_3step_smoke,step82_wall_velocity_solid_vel_canonical_driver_smoke,Step81,Step81,True,Step82,wall velocity solid_vel canonical driver 3-step smoke only,32,1024,3,1,moving_boundary,engineering,box,prescribed_kinematic,solid_vel_experimental,False,True,False,False,False,False,False,False,False,False,1,True,src.mpm_lbm.sim.drivers.fsi_driver,False,True,3,3,4,0.9995977282524109,1.0002021789550781,0.9995806813240051,1.0002126693725586,0.00042992818634957075,0.9998470544815063,0.004584999289363623,0.02699996903538704,1320,0.0,0.4082483947277069,2272,2272,0.00014303527132142335,892,4.052095755469054e-05,True,True,True,True,True,True,True,solid_vel,additive_capped,True,False,False,False,False,False,False,648,0.0005021311353590662,0.01,True,True,0,False,False,6,geo_all_fluid_32.dat,True,True,True,205.50078699999722,False,False,True,wall velocity solid_vel canonical driver 3-step smoke completed
