case,candidate_id,mode_class,geometry_type,geometry_source,mode,reaction_transfer_mode,boundary_motion_mode,boundary_motion_config_path,boundary_motion_report_enabled,boundary_motion_report_written,boundary_motion_interface_report_path,wall_velocity_application_mode,wall_velocity_application_config_path,wall_velocity_application_report_enabled,wall_velocity_application_report_written,wall_velocity_application_report_path,wall_velocity_application_timeseries_path,application_report_count,application_envelope_pass,applied_cell_count_min,applied_cell_count_max,max_applied_velocity_norm,mean_applied_velocity_norm_max,wall_velocity_cap_lbm,lbm_population_update_count_max,modify_bounceback_formula_any,quality_check_enabled,quality_check_strict,quality_pass,quality_severity,quality_warnings_count,quality_reasons_count,quality_gate_strict,quality_report_path,driver_timing_path,n_grid,n_particles,n_lbm_steps,mpm_substeps_per_lbm_step,completed_lbm_steps,total_mpm_substeps,diagnostics_row_count,rho_min_global,rho_max_global,lbm_max_v_global,mpm_min_J_global,mpm_max_speed_global,projected_mass_min,projected_mass_max,active_cell_count,cell_force_max_norm,hydro_force_max_norm,bb_link_count_min,bb_link_count_max,bb_max_correction_max,active_reaction_particle_count_max,max_grid_reaction_norm,area_scale_final,area_scale_min,area_scale_max,raw_area_scale_final,has_nan,has_inf,stable,notes
experimental_48_moving_boundary,squid_proxy_tethered_jet_cycle_diagnostics,experimental,squid_proxy,configs/step30_squid_proxy_geometry.json,moving_boundary,engineering,prescribed_kinematic,configs/step34_boundary_motion_interface_prescribed_kinematic.json,True,True,outputs/step38_cycle_driver/experimental_48_moving_boundary/boundary_motion_interface_report.json,solid_vel_experimental,configs/step36_wall_velocity_application_solid_vel_experimental.json,True,True,outputs/step38_cycle_driver/experimental_48_moving_boundary/wall_velocity_application_report.json,outputs/step38_cycle_driver/experimental_48_moving_boundary/wall_velocity_application_timeseries.csv,40,True,2136,2136,0.007021783310068709,0.004512541910430384,0.01,0,False,True,True,True,ok,0,0,True,outputs/step38_cycle_driver/experimental_48_moving_boundary/geometry_quality_report.json,outputs/step38_cycle_driver/experimental_48_moving_boundary/driver_timing.json,48,4096,40,5,40,200,41,0.9873017072677612,1.0107487440109253,0.007916591130197048,0.9909251928329468,0.06496550887823105,0.02294033393263817,0.02294040471315384,4856,0.0,0.4208977222442627,6614,6652,0.0024120965972542763,3259,1.0544597898842767e-05,1.0,1.0,1.0,1.0,False,False,True,Step 38 controlled tethered jet-cycle proxy diagnostics
static_48_moving_boundary,squid_proxy_tethered_jet_cycle_diagnostics,static,squid_proxy,configs/step30_squid_proxy_geometry.json,moving_boundary,engineering,static,,False,False,,disabled,,False,False,,,0,True,0,0,0.0,0.0,0.0,0,False,True,True,True,ok,0,0,True,outputs/step38_cycle_driver/static_48_moving_boundary/geometry_quality_report.json,outputs/step38_cycle_driver/static_48_moving_boundary/driver_timing.json,48,4096,40,5,40,200,41,0.9950482845306396,1.0061306953430176,0.0029684004839509726,0.9909240007400513,0.06492919474840164,0.022940348833799362,0.02294040471315384,4856,0.0,0.418045312166214,6614,6652,0.001404486712999642,3259,1.0544598808337469e-05,1.0,1.0,1.0,1.0,False,False,True,Step 38 controlled tethered jet-cycle proxy diagnostics
experimental_48_link_area,squid_proxy_tethered_jet_cycle_diagnostics,experimental,squid_proxy,configs/step30_squid_proxy_geometry.json,moving_boundary,link_area_experimental,prescribed_kinematic,configs/step34_boundary_motion_interface_prescribed_kinematic.json,True,True,outputs/step38_cycle_driver/experimental_48_link_area/boundary_motion_interface_report.json,solid_vel_experimental,configs/step36_wall_velocity_application_solid_vel_experimental.json,True,True,outputs/step38_cycle_driver/experimental_48_link_area/wall_velocity_application_report.json,outputs/step38_cycle_driver/experimental_48_link_area/wall_velocity_application_timeseries.csv,40,True,2136,2136,0.007021783310068709,0.004512541910430384,0.01,0,False,True,True,True,ok,0,0,True,outputs/step38_cycle_driver/experimental_48_link_area/geometry_quality_report.json,outputs/step38_cycle_driver/experimental_48_link_area/driver_timing.json,48,4096,40,5,40,200,41,0.987311601638794,1.0107390880584717,0.007910015992820263,0.9909634590148926,0.06490407884120941,0.022940346971154213,0.02294040471315384,4856,0.0,0.4208909571170807,6614,6652,0.0024065030738711357,3259,1.0544550605118275e-05,0.896070122718811,0.25,2.0,0.896070122718811,False,False,True,Step 38 controlled tethered jet-cycle proxy diagnostics
static_48_link_area,squid_proxy_tethered_jet_cycle_diagnostics,static,squid_proxy,configs/step30_squid_proxy_geometry.json,moving_boundary,link_area_experimental,static,,False,False,,disabled,,False,False,,,0,True,0,0,0.0,0.0,0.0,0,False,True,True,True,ok,0,0,True,outputs/step38_cycle_driver/static_48_link_area/geometry_quality_report.json,outputs/step38_cycle_driver/static_48_link_area/driver_timing.json,48,4096,40,5,40,200,41,0.9951257705688477,1.0060083866119385,0.0029397611506283283,0.9909815192222595,0.0646069124341011,0.022940343245863914,0.02294040098786354,4856,0.0,0.41786080598831177,6614,6652,0.0014024032279849052,3259,1.0544565157033503e-05,0.9879632592201233,0.25,2.0,0.9879632592201233,False,False,True,Step 38 controlled tethered jet-cycle proxy diagnostics
