case,geometry_type,geometry_source,mode,reaction_transfer_mode,n_grid,n_particles,n_lbm_steps,mpm_substeps_per_lbm_step,completed_lbm_steps,total_mpm_substeps,rho_min,rho_max,lbm_max_v,mpm_min_J,mpm_max_speed,projected_mass,active_cell_count,cell_force_max_norm,hydro_force_max_norm,bb_link_count,active_reaction_particle_count,area_scale_final,stable,notes
voxel_sphere,voxel,configs/step20_voxel_sphere_geometry.json,penalty,engineering,64,4096,5,5,5,25,0.9999995827674866,1.000001311302185,2.6253335363435326e-06,0.9999991655349731,0.01953125,0.09944101423025131,31116,2.4911753371270606e-06,2.4911753371270606e-06,0,0,1.0,True,Step 21 imported geometry scale validation; no new FSI physics
voxel_sphere,voxel,configs/step20_voxel_sphere_geometry.json,moving_boundary,engineering,64,4096,5,5,5,25,0.9943732023239136,1.005661129951477,0.005045181605964899,0.9998956322669983,0.02082323655486107,0.09944114834070206,31116,0.0,0.41816309094429016,102036,4096,1.0,True,Step 21 imported geometry scale validation; no new FSI physics
mesh_cube,mesh,configs/step20_mesh_cube_geometry.json,penalty,engineering,64,4096,5,5,5,25,0.9999997615814209,1.000001072883606,2.490188535375637e-06,0.9999832510948181,0.01953125,0.74785315990448,88946,2.4886483060981845e-06,2.4886483060981845e-06,0,0,1.0,True,Step 21 imported geometry scale validation; no new FSI physics
