step,diagnostic_mode,rho_min,rho_max,max_v,f_min,f_max,F_min,F_max,negative_population_count,negative_population_fraction,population_entry_count,fluid_cell_count,mass_total,mass_total_delta_rel,boundary_x_min_negative_population_count,boundary_x_max_negative_population_count,stability_all_finite
0,lightweight_reduction,1.0,1.0,0.0,0.02777777798473835,0.3333333432674408,0.02777777798473835,0.3333333432674408,0,0.0,3859584,101568,101568.0,0.0,0,0,True
5,lightweight_reduction,0.9999998807907104,1.049536943435669,0.026540545746684074,0.026570012792944908,0.3490698039531708,0.026570012792944908,0.3490698039531708,0,0.0,3859584,101568,101790.984375,0.002195419571124764,0,0,True
10,lightweight_reduction,0.9999998807907104,1.0534439086914062,0.027761563658714294,0.026476578786969185,0.3514310121536255,0.026476578786969185,0.3514310121536255,0,0.0,3859584,101568,102023.7734375,0.004487372376142092,0,0,True
15,lightweight_reduction,0.9999998807907104,1.055024266242981,0.0278440173715353,0.026529407128691673,0.35108304023742676,0.026529407128691673,0.35108304023742676,0,0.0,3859584,101568,102233.734375,0.006554568121849401,0,0,True
20,lightweight_reduction,0.9999998807907104,1.0531331300735474,0.027465179562568665,0.026503615081310272,0.35187041759490967,0.026503615081310272,0.35187041759490967,0,0.0,3859584,101568,102457.3828125,0.00875652580044896,0,0,True
25,lightweight_reduction,0.9999998807907104,1.055232286453247,0.02714633010327816,0.026508033275604248,0.3519652485847473,0.026508033275604248,0.3519652485847473,0,0.0,3859584,101568,102671.953125,0.010869103703922495,0,0,True
30,lightweight_reduction,0.9999998807907104,1.0553185939788818,0.027526086196303368,0.026547668501734734,0.35146790742874146,0.026547668501734734,0.35146790742874146,0,0.0,3859584,101568,102891.6796875,0.013032448088965028,0,0,True
35,lightweight_reduction,0.9999998807907104,1.0542048215866089,0.0275092963129282,0.026520196348428726,0.3513267934322357,0.026520196348428726,0.3513267934322357,0,0.0,3859584,101568,103109.5703125,0.01517771652981254,0,0,True
40,lightweight_reduction,0.9999998807907104,1.0528253316879272,0.027182940393686295,0.026486221700906754,0.3515852689743042,0.026486221700906754,0.3515852689743042,0,0.0,3859584,101568,103327.890625,0.0173272155107908,0,0,True
45,lightweight_reduction,0.9999998807907104,1.053736686706543,0.026636015623807907,0.026464877650141716,0.3515336811542511,0.026464877650141716,0.3515336811542511,0,0.0,3859584,101568,103544.2421875,0.01945733092607908,0,0,True
50,lightweight_reduction,0.9999998807907104,1.0538930892944336,0.026911139488220215,0.02644142508506775,0.35127073526382446,0.02644142508506775,0.35127073526382446,0,0.0,3859584,101568,103762.296875,0.021604214664067423,0,0,True
55,lightweight_reduction,0.9999998807907104,1.053492546081543,0.027015957981348038,0.026418481022119522,0.35086700320243835,0.026418481022119522,0.35086700320243835,0,0.0,3859584,101568,103974.078125,0.023689332516146817,0,0,True
60,lightweight_reduction,0.9999998807907104,1.0526870489120483,0.026941856369376183,0.026394877582788467,0.3507593870162964,0.026394877582788467,0.3507593870162964,0,0.0,3859584,101568,104194.453125,0.02585906117084121,0,0,True
65,lightweight_reduction,0.9999998807907104,1.051592230796814,0.026721714064478874,0.026377586647868156,0.3508990705013275,0.026377586647868156,0.3508990705013275,0,0.0,3859584,101568,104411.1328125,0.02799240718041115,0,0,True
70,lightweight_reduction,1.000001072883606,1.0516256093978882,0.0263842586427927,0.026359986513853073,0.3509001135826111,0.026359986513853073,0.3509001135826111,0,0.0,3859584,101568,104634.0625,0.03018728831915564,0,0,True
75,lightweight_reduction,1.0000971555709839,1.0519177913665771,0.026166146621108055,0.02634536288678646,0.3507900536060333,0.02634536288678646,0.3507900536060333,0,0.0,3859584,101568,104845.7109375,0.03227109854974008,0,0,True
80,lightweight_reduction,1.0027092695236206,1.0518956184387207,0.026318443939089775,0.0263273436576128,0.3505922555923462,0.0263273436576128,0.3505922555923462,0,0.0,3859584,101568,105068.0625,0.03446028768903592,0,0,True
85,lightweight_reduction,1.025900959968567,1.053124189376831,0.025699172168970108,0.026329170912504196,0.350592702627182,0.026329170912504196,0.350592702627182,0,0.0,3859584,101568,105249.6875,0.03624849854284814,0,0,True
90,lightweight_reduction,1.0291593074798584,1.0655765533447266,0.025662295520305634,0.026326941326260567,0.35496070981025696,0.026326941326260567,0.35496070981025696,0,0.0,3859584,101568,105316.671875,0.03690800128977631,0,0,True
95,lightweight_reduction,1.0338146686553955,1.0528028011322021,0.025776533409953117,0.02631361596286297,0.350583553314209,0.02631361596286297,0.350583553314209,0,0.0,3859584,101568,105417.7734375,0.03790340892308601,0,0,True
100,lightweight_reduction,1.035019040107727,1.0485730171203613,0.025818495079874992,0.026315269991755486,0.3493790030479431,0.026315269991755486,0.3493790030479431,0,0.0,3859584,101568,105463.5234375,0.038353846068643664,0,0,True
105,lightweight_reduction,1.0356303453445435,1.047350525856018,0.02588460221886635,0.02630843222141266,0.3492754399776459,0.02630843222141266,0.3492754399776459,0,0.0,3859584,101568,105529.5703125,0.039004118546195655,0,0,True
110,lightweight_reduction,1.0358766317367554,1.0476570129394531,0.0259384885430336,0.026299526914954185,0.34918123483657837,0.026299526914954185,0.34918123483657837,0,0.0,3859584,101568,105599.765625,0.03969523496573724,0,0,True
115,lightweight_reduction,1.0362921953201294,1.0476930141448975,0.02598932385444641,0.026289915665984154,0.34931594133377075,0.026289915665984154,0.34931594133377075,0,0.0,3859584,101568,105682.75,0.04051226764335224,0,0,True
120,lightweight_reduction,1.0364575386047363,1.048427700996399,0.026029756292700768,0.026282424107193947,0.34949174523353577,0.026282424107193947,0.34949174523353577,0,0.0,3859584,101568,105754.2890625,0.04121661411566635,0,0,True
