metric,value
artifact_budget_pass,True
forbidden_validation_claim_count,0
output_guard_pass,True
pass_count,30
private_absolute_path_count,0
protected_external_edit_count,0
protected_real_geometry_candidate_edit_count,0
row_count,30
step106_ansys_proprietary_file_count,0
step106_fluent_run_output_count,0
step106_forbidden_file_count,0
step106_large_file_count,0
step106_particle_npy_count,0
step106_private_fluent_csv_count,0
step106_step36_wall_velocity_reference_count,0
step106_total_size_bytes,743003
step106_total_size_mb,0.708582878112793
step106_video_count,0
step106_vtr_count,0
