metric,value
artifact_budget_pass,True
output_guard_pass,True
pass_count,47
private_absolute_path_count,0
protected_diagnostics_edit_count,0
protected_external_edit_count,0
protected_real_geometry_candidate_edit_count,0
protected_sim_edit_count,0
row_count,47
step94_dense_displacement_output_count,0
step94_dense_wall_velocity_output_count,0
step94_displaced_particle_output_count,0
step94_forbidden_file_count,0
step94_ggui_screenshot_count,1
step94_ggui_video_count,0
step94_large_file_count,0
step94_optional_driver_run_dir_count,0
step94_particle_npy_count,0
step94_raw_geometry_output_count,0
step94_real_geometry_candidate_output_count,0
step94_required_driver_run_dir_count,1
step94_sparse_wall_velocity_output_count,0
step94_total_size_bytes,887342
step94_total_size_mb,0.8462352752685547
step94_vtr_count,0
