api_group,canonical_import_pass,canonical_module,error,object_type,output_snapshot_unchanged,pass,runtime_object_construction_required,solver_run,symbol
geometry_api,True,src.mpm_lbm.sim.geometry.intake,,function,True,True,False,False,run_candidate_quality_check
geometry_api,True,src.mpm_lbm.sim.geometry.intake,,function,True,True,False,False,run_candidate_sampling_reproducibility
geometry_api,True,src.mpm_lbm.sim.geometry.intake,,function,True,True,False,False,run_candidate_projection_smoke
geometry_api,True,src.mpm_lbm.sim.geometry.candidate_manifest,,function,True,True,False,False,load_candidate_descriptor
geometry_api,True,src.mpm_lbm.sim.geometry.candidate_manifest,,function,True,True,False,False,validate_candidate_descriptor
geometry_api,True,src.mpm_lbm.sim.geometry.candidate_manifest,,function,True,True,False,False,candidate_manifest_row
geometry_api,True,src.mpm_lbm.sim.geometry.candidate_manifest,,function,True,True,False,False,write_candidate_manifest
geometry_api,True,src.mpm_lbm.sim.geometry.fingerprint,,function,True,True,False,False,sha256_file
geometry_api,True,src.mpm_lbm.sim.geometry.fingerprint,,function,True,True,False,False,file_size_bytes
geometry_api,True,src.mpm_lbm.sim.geometry.fingerprint,,function,True,True,False,False,fingerprint_geometry_file
geometry_api,True,src.mpm_lbm.sim.geometry.normalization,,function,True,True,False,False,normalize_mesh_candidate
geometry_api,True,src.mpm_lbm.sim.geometry.normalization,,function,True,True,False,False,normalize_voxel_candidate
geometry_api,True,src.mpm_lbm.sim.geometry.normalization,,function,True,True,False,False,write_normalization_report
geometry_api,True,src.mpm_lbm.sim.geometry.normalization,,function,True,True,False,False,geometry_config_from_descriptor
motion_wall_velocity_api,True,src.mpm_lbm.sim.motion.boundary_motion_config,,type,True,True,False,False,BoundaryMotionInterfaceConfig
motion_wall_velocity_api,True,src.mpm_lbm.sim.motion.boundary_motion_config,,function,True,True,False,False,validate_boundary_motion_interface_config
motion_wall_velocity_api,True,src.mpm_lbm.sim.motion.boundary_motion_config,,function,True,True,False,False,summarize_boundary_motion_config_validation
motion_wall_velocity_api,True,src.mpm_lbm.sim.motion.boundary_motion_interface,,function,True,True,False,False,build_boundary_motion_interface_report
motion_wall_velocity_api,True,src.mpm_lbm.sim.motion.boundary_motion_interface,,function,True,True,False,False,write_boundary_motion_interface_report
motion_wall_velocity_api,True,src.mpm_lbm.sim.motion.boundary_motion_interface,,function,True,True,False,False,build_static_boundary_motion_interface_report
motion_wall_velocity_api,True,src.mpm_lbm.sim.motion.boundary_motion_interface,,function,True,True,False,False,write_static_boundary_motion_interface_report
motion_wall_velocity_api,True,src.mpm_lbm.sim.motion.geometry_motion_config,,type,True,True,False,False,GeometryMotionInterfaceConfig
motion_wall_velocity_api,True,src.mpm_lbm.sim.motion.geometry_motion_config,,function,True,True,False,False,validate_geometry_motion_interface_config
motion_wall_velocity_api,True,src.mpm_lbm.sim.motion.geometry_motion_config,,function,True,True,False,False,summarize_geometry_motion_config_validation
motion_wall_velocity_api,True,src.mpm_lbm.sim.motion.geometry_motion_interface,,function,True,True,False,False,load_geometry_motion_interface_config
motion_wall_velocity_api,True,src.mpm_lbm.sim.motion.geometry_motion_interface,,function,True,True,False,False,summarize_geometry_motion_interface
motion_wall_velocity_api,True,src.mpm_lbm.sim.motion.geometry_motion_interface,,function,True,True,False,False,build_geometry_motion_interface_report
motion_wall_velocity_api,True,src.mpm_lbm.sim.motion.geometry_motion_interface,,function,True,True,False,False,write_geometry_motion_interface_report
motion_wall_velocity_api,True,src.mpm_lbm.sim.wall_velocity.config,,type,True,True,False,False,WallVelocityFieldConfig
motion_wall_velocity_api,True,src.mpm_lbm.sim.wall_velocity.config,,function,True,True,False,False,validate_wall_velocity_config
motion_wall_velocity_api,True,src.mpm_lbm.sim.wall_velocity.config,,function,True,True,False,False,assert_valid_wall_velocity_config
motion_wall_velocity_api,True,src.mpm_lbm.sim.wall_velocity.config,,function,True,True,False,False,summarize_wall_velocity_config_validation
motion_wall_velocity_api,True,src.mpm_lbm.sim.wall_velocity.application_config,,type,True,True,False,False,WallVelocityApplicationConfig
motion_wall_velocity_api,True,src.mpm_lbm.sim.wall_velocity.application_config,,function,True,True,False,False,validate_wall_velocity_application_config
motion_wall_velocity_api,True,src.mpm_lbm.sim.wall_velocity.application_config,,function,True,True,False,False,summarize_wall_velocity_application_config_validation
motion_wall_velocity_api,True,src.mpm_lbm.sim.wall_velocity.application_config,,function,True,True,False,False,assert_valid_wall_velocity_application_config
motion_wall_velocity_api,True,src.mpm_lbm.sim.wall_velocity.field,,function,True,True,False,False,load_wall_velocity_inputs
motion_wall_velocity_api,True,src.mpm_lbm.sim.wall_velocity.field,,function,True,True,False,False,generate_wall_velocity_field_rows
motion_wall_velocity_api,True,src.mpm_lbm.sim.wall_velocity.field,,function,True,True,False,False,summarize_wall_velocity_rows
motion_wall_velocity_api,True,src.mpm_lbm.sim.wall_velocity.field,,function,True,True,False,False,write_wall_velocity_rows
motion_wall_velocity_api,True,src.mpm_lbm.sim.wall_velocity.application,,function,True,True,False,False,load_wall_velocity_application_config
motion_wall_velocity_api,True,src.mpm_lbm.sim.wall_velocity.application,,function,True,True,False,False,build_wall_velocity_grid
motion_wall_velocity_api,True,src.mpm_lbm.sim.wall_velocity.application,,function,True,True,False,False,apply_wall_velocity_to_lbm_solid_vel
motion_wall_velocity_api,True,src.mpm_lbm.sim.wall_velocity.application,,function,True,True,False,False,summarize_wall_velocity_application
motion_wall_velocity_api,True,src.mpm_lbm.sim.wall_velocity.application,,function,True,True,False,False,build_wall_velocity_application_report
motion_wall_velocity_api,True,src.mpm_lbm.sim.wall_velocity.application,,function,True,True,False,False,write_wall_velocity_application_report
motion_wall_velocity_api,True,src.mpm_lbm.sim.wall_velocity.application_envelope,,function,True,True,False,False,collect_wall_velocity_application_reports
motion_wall_velocity_api,True,src.mpm_lbm.sim.wall_velocity.application_envelope,,function,True,True,False,False,summarize_application_envelope
motion_wall_velocity_api,True,src.mpm_lbm.sim.wall_velocity.application_envelope,,function,True,True,False,False,summarize_driver_stability_envelope
motion_wall_velocity_api,True,src.mpm_lbm.sim.wall_velocity.application_envelope,,function,True,True,False,False,write_timeseries
motion_wall_velocity_api,True,src.mpm_lbm.sim.wall_velocity.consistency,,function,True,True,False,False,compare_wall_velocity_to_motion_mapping
motion_wall_velocity_api,True,src.mpm_lbm.sim.wall_velocity.quality,,function,True,True,False,False,analyze_wall_velocity_quality
motion_wall_velocity_api,True,src.mpm_lbm.sim.wall_velocity.quality,,function,True,True,False,False,quality_summary_rows
runtime_geometry_displacement_api,True,src.mpm_lbm.sim.runtime_geometry.projection,,function,True,True,False,False,load_runtime_projection_inputs
runtime_geometry_displacement_api,True,src.mpm_lbm.sim.runtime_geometry.projection,,function,True,True,False,False,compute_runtime_projection_rows
runtime_geometry_displacement_api,True,src.mpm_lbm.sim.runtime_geometry.projection,,function,True,True,False,False,project_transient_geometry_copy
runtime_geometry_displacement_api,True,src.mpm_lbm.sim.runtime_geometry.projection,,function,True,True,False,False,summarize_runtime_projection_rows
runtime_geometry_displacement_api,True,src.mpm_lbm.sim.runtime_geometry.projection,,function,True,True,False,False,write_runtime_projection_rows
runtime_geometry_displacement_api,True,src.mpm_lbm.sim.runtime_geometry.projection_config,,type,True,True,False,False,RuntimeGeometryProjectionIntegrationConfig
runtime_geometry_displacement_api,True,src.mpm_lbm.sim.runtime_geometry.projection_config,,function,True,True,False,False,validate_runtime_geometry_projection_config
runtime_geometry_displacement_api,True,src.mpm_lbm.sim.runtime_geometry.projection_config,,function,True,True,False,False,summarize_runtime_geometry_projection_config_validation
runtime_geometry_displacement_api,True,src.mpm_lbm.sim.runtime_geometry.projection_quality,,function,True,True,False,False,analyze_runtime_projection_quality
runtime_geometry_displacement_api,True,src.mpm_lbm.sim.runtime_geometry.projection_consistency,,function,True,True,False,False,compare_original_vs_runtime_projection
runtime_geometry_displacement_api,True,src.mpm_lbm.sim.runtime_geometry.projection_consistency,,function,True,True,False,False,projection_phase_closure_rows
runtime_geometry_displacement_api,True,src.mpm_lbm.sim.runtime_geometry.projection_consistency,,function,True,True,False,False,compare_step44_projection_smoke
runtime_geometry_displacement_api,True,src.mpm_lbm.sim.runtime_geometry.state_guard,,function,True,True,False,False,compute_runtime_projection_state_guard
runtime_geometry_displacement_api,True,src.mpm_lbm.sim.runtime_geometry.state_guard,,function,True,True,False,False,forbidden_output_counts
runtime_geometry_displacement_api,True,src.mpm_lbm.sim.runtime_geometry.state_guard,,function,True,True,False,False,write_runtime_projection_state_guard
runtime_geometry_displacement_api,True,src.mpm_lbm.sim.geometry_displacement.config,,type,True,True,False,False,GeometryDisplacementConfig
runtime_geometry_displacement_api,True,src.mpm_lbm.sim.geometry_displacement.config,,function,True,True,False,False,validate_geometry_displacement_config
runtime_geometry_displacement_api,True,src.mpm_lbm.sim.geometry_displacement.config,,function,True,True,False,False,summarize_geometry_displacement_config_validation
runtime_geometry_displacement_api,True,src.mpm_lbm.sim.geometry_displacement.field,,function,True,True,False,False,compute_geometry_displacement_rows
runtime_geometry_displacement_api,True,src.mpm_lbm.sim.geometry_displacement.field,,function,True,True,False,False,summarize_geometry_displacement_rows
runtime_geometry_displacement_api,True,src.mpm_lbm.sim.geometry_displacement.field,,function,True,True,False,False,write_geometry_displacement_rows
runtime_geometry_displacement_api,True,src.mpm_lbm.sim.geometry_displacement.field,,function,True,True,False,False,assert_geometry_displacement_summary
runtime_geometry_displacement_api,True,src.mpm_lbm.sim.geometry_displacement.quality,,function,True,True,False,False,analyze_displacement_quality
runtime_geometry_displacement_api,True,src.mpm_lbm.sim.geometry_displacement.quality,,function,True,True,False,False,quality_rows_from_displacement_analysis
runtime_geometry_displacement_api,True,src.mpm_lbm.sim.geometry_displacement.quality,,function,True,True,False,False,assert_displacement_quality
runtime_geometry_displacement_api,True,src.mpm_lbm.sim.geometry_displacement.consistency,,function,True,True,False,False,compare_displacement_to_schedule
runtime_geometry_displacement_api,True,src.mpm_lbm.sim.geometry_displacement.consistency,,function,True,True,False,False,compare_displacement_to_motion_mapping
runtime_geometry_displacement_api,True,src.mpm_lbm.sim.geometry_displacement.consistency,,function,True,True,False,False,cycle_closure_rows
runtime_geometry_displacement_api,True,src.mpm_lbm.sim.geometry_displacement.consistency,,function,True,True,False,False,assert_consistency
squid_proxy_api,True,src.mpm_lbm.sim.squid_proxy.region_config,,type,True,True,False,False,SquidProxyRegionConfig
squid_proxy_api,True,src.mpm_lbm.sim.squid_proxy.region_config,,type,True,True,False,False,SquidRegion
squid_proxy_api,True,src.mpm_lbm.sim.squid_proxy.region_config,,function,True,True,False,False,default_squid_proxy_region_config
squid_proxy_api,True,src.mpm_lbm.sim.squid_proxy.region_config,,function,True,True,False,False,validate_squid_region_config
squid_proxy_api,True,src.mpm_lbm.sim.squid_proxy.regions,,function,True,True,False,False,sample_squid_proxy_regions
squid_proxy_api,True,src.mpm_lbm.sim.squid_proxy.regions,,function,True,True,False,False,summarize_region_masks
squid_proxy_api,True,src.mpm_lbm.sim.squid_proxy.regions,,function,True,True,False,False,sampled_position_hash
squid_proxy_api,True,src.mpm_lbm.sim.squid_proxy.regions,,function,True,True,False,False,region_assignment_hash
squid_proxy_api,True,src.mpm_lbm.sim.squid_proxy.region_projection,,function,True,True,False,False,run_squid_region_projection_smoke
squid_proxy_api,True,src.mpm_lbm.sim.squid_proxy.region_projection,,function,True,True,False,False,summarize_projection_rows
squid_proxy_api,True,src.mpm_lbm.sim.squid_proxy.region_projection,,function,True,True,False,False,write_projection_results
squid_proxy_api,True,src.mpm_lbm.sim.squid_proxy.region_quality,,function,True,True,False,False,evaluate_region_quality
squid_proxy_api,True,src.mpm_lbm.sim.squid_proxy.region_quality,,function,True,True,False,False,overlap_matrix_rows
squid_proxy_api,True,src.mpm_lbm.sim.squid_proxy.region_quality,,function,True,True,False,False,summarize_overlap_diagnostics
squid_proxy_api,True,src.mpm_lbm.sim.squid_proxy.kinematics_config,,type,True,True,False,False,SquidKinematicsScheduleConfig
squid_proxy_api,True,src.mpm_lbm.sim.squid_proxy.kinematics_config,,function,True,True,False,False,validate_kinematics_schedule_config
squid_proxy_api,True,src.mpm_lbm.sim.squid_proxy.kinematics_config,,function,True,True,False,False,summarize_config_validation
squid_proxy_api,True,src.mpm_lbm.sim.squid_proxy.kinematics_schedule,,function,True,True,False,False,phase_samples
squid_proxy_api,True,src.mpm_lbm.sim.squid_proxy.kinematics_schedule,,function,True,True,False,False,schedule_rows
squid_proxy_api,True,src.mpm_lbm.sim.squid_proxy.kinematics_schedule,,function,True,True,False,False,summarize_schedule
squid_proxy_api,True,src.mpm_lbm.sim.squid_proxy.kinematics_schedule,,function,True,True,False,False,write_schedule_outputs
squid_proxy_api,True,src.mpm_lbm.sim.squid_proxy.kinematics_quality,,function,True,True,False,False,analyze_kinematics_schedule
squid_proxy_api,True,src.mpm_lbm.sim.squid_proxy.kinematics_quality,,function,True,True,False,False,quality_rows_from_analysis
squid_proxy_api,True,src.mpm_lbm.sim.squid_proxy.kinematics_quality,,function,True,True,False,False,assert_kinematics_schedule_quality
squid_proxy_api,True,src.mpm_lbm.sim.squid_proxy.region_mapping,,function,True,True,False,False,validate_kinematics_region_mapping
squid_proxy_api,True,src.mpm_lbm.sim.squid_proxy.region_mapping,,function,True,True,False,False,region_mapping_rows
squid_proxy_api,True,src.mpm_lbm.sim.squid_proxy.region_mapping,,function,True,True,False,False,assert_region_mapping
squid_proxy_api,True,src.mpm_lbm.sim.squid_proxy.motion_mapping,,function,True,True,False,False,load_motion_mapping_inputs
squid_proxy_api,True,src.mpm_lbm.sim.squid_proxy.motion_mapping,,function,True,True,False,False,compute_region_motion_rows
squid_proxy_api,True,src.mpm_lbm.sim.squid_proxy.motion_mapping,,function,True,True,False,False,summarize_motion_rows
squid_proxy_api,True,src.mpm_lbm.sim.squid_proxy.motion_mapping,,function,True,True,False,False,write_motion_rows
squid_proxy_api,True,src.mpm_lbm.sim.squid_proxy.motion_mapping_config,,type,True,True,False,False,SquidMotionMappingConfig
squid_proxy_api,True,src.mpm_lbm.sim.squid_proxy.motion_mapping_config,,function,True,True,False,False,validate_motion_mapping_config
squid_proxy_api,True,src.mpm_lbm.sim.squid_proxy.motion_mapping_config,,function,True,True,False,False,summarize_motion_mapping_config_validation
squid_proxy_api,True,src.mpm_lbm.sim.squid_proxy.motion_quality,,function,True,True,False,False,analyze_motion_mapping
squid_proxy_api,True,src.mpm_lbm.sim.squid_proxy.motion_quality,,function,True,True,False,False,quality_rows_from_motion_analysis
squid_proxy_api,True,src.mpm_lbm.sim.squid_proxy.motion_quality,,function,True,True,False,False,assert_motion_mapping_quality
diagnostics_api,True,src.mpm_lbm.diagnostics.fsi_diagnostics,,type,True,True,False,False,FSIDiagnostics3D
diagnostics_api,True,src.mpm_lbm.diagnostics.geometry_update,,function,True,True,False,False,compute_runtime_displaced_copy_rows
diagnostics_api,True,src.mpm_lbm.diagnostics.geometry_update,,function,True,True,False,False,runtime_copy_quality_summary
diagnostics_api,True,src.mpm_lbm.diagnostics.geometry_update,,function,True,True,False,False,write_runtime_copy_rows
diagnostics_api,True,src.mpm_lbm.diagnostics.geometry_projection,,function,True,True,False,False,compute_projection_only_rows
diagnostics_api,True,src.mpm_lbm.diagnostics.geometry_projection,,function,True,True,False,False,project_runtime_geometry_copy_to_grid
diagnostics_api,True,src.mpm_lbm.diagnostics.geometry_projection,,function,True,True,False,False,summarize_projection_only_rows
diagnostics_api,True,src.mpm_lbm.diagnostics.geometry_state_guard,,function,True,True,False,False,compute_state_mutation_guard
diagnostics_api,True,src.mpm_lbm.diagnostics.geometry_state_guard,,function,True,True,False,False,forbidden_output_counts
diagnostics_api,True,src.mpm_lbm.diagnostics.geometry_state_guard,,function,True,True,False,False,write_state_mutation_guard
diagnostics_api,True,src.mpm_lbm.diagnostics.geometry_displacement_grid,,function,True,True,False,False,summarize_displacement_on_grids
diagnostics_api,True,src.mpm_lbm.diagnostics.geometry_displacement_grid,,function,True,True,False,False,summarize_grid_displacement_rows
diagnostics_api,True,src.mpm_lbm.diagnostics.geometry_displacement_grid,,function,True,True,False,False,assert_grid_displacement_diagnostics
diagnostics_api,True,src.mpm_lbm.diagnostics.squid_motion_projection,,function,True,True,False,False,summarize_motion_on_grids
diagnostics_api,True,src.mpm_lbm.diagnostics.squid_motion_projection,,function,True,True,False,False,summarize_motion_grid_rows
diagnostics_api,True,src.mpm_lbm.diagnostics.squid_motion_projection,,function,True,True,False,False,assert_motion_grid_diagnostics
diagnostics_api,True,src.mpm_lbm.diagnostics.squid_region_driver,,function,True,True,False,False,load_region_driver_context
diagnostics_api,True,src.mpm_lbm.diagnostics.squid_region_driver,,function,True,True,False,False,summarize_region_projection_alignment
diagnostics_api,True,src.mpm_lbm.diagnostics.squid_region_driver,,function,True,True,False,False,assert_alignment_summary
diagnostics_api,True,src.mpm_lbm.diagnostics.squid_region_driver,,function,True,True,False,False,write_region_driver_summary
experiments_api,True,experiments.steps.real_geometry_feasibility.feasibility,,function,True,True,False,False,run_projection_only_scale_case
experiments_api,True,experiments.steps.real_geometry_feasibility.feasibility,,function,True,True,False,False,run_short_driver_case
experiments_api,True,experiments.steps.real_geometry_feasibility.feasibility,,function,True,True,False,False,summarize_short_driver_diagnostics
experiments_api,True,experiments.steps.runtime_geometry_wall_velocity_shared.coupling,,function,True,True,False,False,load_coupling_smoke_inputs
experiments_api,True,experiments.steps.runtime_geometry_wall_velocity_shared.coupling,,function,True,True,False,False,run_coupling_smoke_matrix
experiments_api,True,experiments.steps.runtime_geometry_wall_velocity_shared.coupling,,function,True,True,False,False,summarize_coupling_smoke_matrix
experiments_api,True,experiments.steps.step48_10step_proxy.envelope,,function,True,True,False,False,run_ten_step_envelope_matrix
experiments_api,True,experiments.steps.step48_10step_proxy.envelope,,function,True,True,False,False,summarize_ten_step_envelope_matrix
experiments_api,True,experiments.steps.step48_10step_proxy.envelope,,function,True,True,False,False,write_ten_step_envelope_rows
experiments_api,True,experiments.steps.step49_20step_proxy.envelope,,function,True,True,False,False,run_twenty_step_envelope_matrix
experiments_api,True,experiments.steps.step49_20step_proxy.envelope,,function,True,True,False,False,summarize_twenty_step_envelope_matrix
experiments_api,True,experiments.steps.step49_20step_proxy.envelope,,function,True,True,False,False,write_twenty_step_envelope_rows
experiments_api,True,experiments.steps.step50_one_cycle_proxy.envelope,,function,True,True,False,False,run_one_cycle_envelope_matrix
experiments_api,True,experiments.steps.step50_one_cycle_proxy.envelope,,function,True,True,False,False,summarize_one_cycle_envelope_matrix
experiments_api,True,experiments.steps.step50_one_cycle_proxy.envelope,,function,True,True,False,False,write_one_cycle_envelope_rows
experiments_api,True,experiments.steps.step51_transfer_comparison_proxy.envelope,,function,True,True,False,False,run_transfer_comparison_matrix
experiments_api,True,experiments.steps.step51_transfer_comparison_proxy.envelope,,function,True,True,False,False,summarize_transfer_comparison_matrix
experiments_api,True,experiments.steps.step51_transfer_comparison_proxy.envelope,,function,True,True,False,False,write_transfer_envelope_outputs
experiments_api,True,experiments.steps.step52_48_feasibility_proxy.envelope,,function,True,True,False,False,run_48_feasibility_matrix
experiments_api,True,experiments.steps.step52_48_feasibility_proxy.envelope,,function,True,True,False,False,summarize_48_feasibility_matrix
experiments_api,True,experiments.steps.step52_48_feasibility_proxy.envelope,,function,True,True,False,False,write_48_feasibility_rows
experiments_api,True,experiments.steps.step53_support_scaling_audit.audit,,function,True,True,False,False,reference_validation_rows
experiments_api,True,experiments.steps.step53_support_scaling_audit.audit,,function,True,True,False,False,phasewise_support_scaling_rows
experiments_api,True,experiments.steps.step53_support_scaling_audit.audit,,function,True,True,False,False,step52_regression_rows
