step,time_s,total_displacement_m,x_displacement_m,y_displacement_m,z_displacement_m
0,0.0,0.0,0.0,0.0,0.0
1,0.0005,2.2889716300000004e-05,2.2889716300000004e-05,0.0,0.0
2,0.001,4.5788865200000006e-05,4.5788865200000006e-05,0.0,0.0
3,0.0015,0.00010073644670000001,0.00010073644670000001,0.0,0.0
4,0.002,0.0001556934608,0.0001556934608,0.0,0.0
5,0.0025,0.00021981390750000002,0.00021981390750000002,0.0,0.0
6,0.003,0.0002839437868,0.0002839437868,0.0,0.0
7,0.0035,0.0003229095987,0.0003229095987,0.0,0.0
8,0.004,0.00036188484320000004,0.00036188484320000004,0.0,0.0
9,0.0045,0.0003505225203,0.0003505225203,0.0,0.0
10,0.005,0.00033916963000000004,0.00033916963000000004,0.0,0.0
11,0.0055,0.0002843446723,0.0002843446723,0.0,0.0
12,0.006,0.00022952914719999998,0.00022952914719999998,0.0,0.0
13,0.0065,0.00016099205470000003,0.00016099205470000003,0.0,0.0
14,0.007,9.246439480000001e-05,9.246439480000001e-05,0.0,0.0
15,0.0075,5.8273667500000005e-05,5.8273667500000005e-05,0.0,0.0
16,0.008,2.4092372800000003e-05,2.4092372800000003e-05,0.0,0.0
17,0.0085,3.34020107e-05,3.34020107e-05,0.0,0.0
18,0.009,4.27210812e-05,4.27210812e-05,0.0,0.0
19,0.0095,8.18000843e-05,8.18000843e-05,0.0,0.0
20,0.01,0.00012088852,0.00012088852,0.0,0.0
21,0.0105,0.0001760058883,0.0001760058883,0.0,0.0
22,0.011,0.00023113268920000002,0.00023113268920000002,0.0,0.0
23,0.0115,0.0002771149227,0.0002771149227,0.0,0.0
24,0.012,0.00032310658880000006,0.00032310658880000006,0.0,0.0
25,0.0125,0.00034393418750000007,0.00034393418750000007,0.0,0.0
26,0.013,0.0003647712188,0.0003647712188,0.0,0.0
27,0.0135,0.00035357868269999995,0.00035357868269999995,0.0,0.0
28,0.014,0.00034239557920000003,0.00034239557920000003,0.0,0.0
29,0.0145,0.00029689440830000006,0.00029689440830000006,0.0,0.0
30,0.015,0.00025140267,0.00025140267,0.0,0.0
31,0.0155,0.00018761236430000003,0.00018761236430000003,0.0,0.0
32,0.016,0.00012383149119999997,0.00012383149119999997,0.0,0.0
33,0.0165,8.065655070000001e-05,8.065655070000001e-05,0.0,0.0
34,0.017,3.74910428e-05,3.74910428e-05,0.0,0.0
35,0.0175,3.323946750000001e-05,3.323946750000001e-05,0.0,0.0
36,0.018,2.8997324800000003e-05,2.8997324800000003e-05,0.0,0.0
37,0.0185,5.90921147e-05,5.90921147e-05,0.0,0.0
38,0.019,8.919633720000001e-05,8.919633720000001e-05,0.0,0.0
39,0.0195,0.0001444834923,0.0001444834923,0.0,0.0
40,0.02,0.00019978008,0.00019978008,0.0,0.0
41,0.0205,0.0002550861003,0.0002550861003,0.0,0.0
42,0.021,0.0003104015532,0.0003104015532,0.0,0.0
43,0.0215,0.0003359759387,0.0003359759387,0.0,0.0
44,0.022,0.0003615597568,0.0003615597568,0.0,0.0
45,0.0225,0.0003413830075,0.0003413830075,0.0,0.0
46,0.023,0.0003212156908,0.0003212156908,0.0,0.0
47,0.0235,0.0002529993067,0.0002529993067,0.0,0.0
48,0.024,0.0001847923552,0.0001847923552,0.0,0.0
49,0.0245,0.0001257488363,0.0001257488363,0.0,0.0
50,0.025,6.671475e-05,6.671475e-05,0.0,0.0
