diagnostics_source,nearest_monitor_peak_total_m,nearest_monitor_peak_x_m,nearest_monitor_peak_y_m,nearest_monitor_peak_z_m,z_to_total_peak_ratio,y_to_total_peak_ratio,final_total_m,final_x_m,final_y_m,final_z_m,time_of_peak_total_s,time_of_peak_x_s,time_of_peak_y_s,time_of_peak_z_s,monotonic_increasing_fraction,all_metrics_finite,validation_claim_allowed,direct_quantitative_equivalence_allowed
real_solver_particles,0.0007980134847734523,0.00019093751907348633,0.0006879746913909913,0.00035645365715026857,0.446676232860228,0.8621091053195675,0.0007980134847734523,0.00019093751907348633,-0.0006879746913909913,0.00035645365715026857,0.025,0.025,0.025,0.025,1.0,True,False,False
