diagnostics_source,mpm_min_J_min,mpm_max_speed_max,solid_mean_velocity_norm_max,all_metrics_finite,validation_claim_allowed,direct_quantitative_equivalence_allowed
real_solver_particles,0.954449474811554,0.886701762676239,0.05951504036784172,True,False,False
