row_name,campaign_id,gate_source_step,previous_rebaseline_step,post_gate_simulation_allowed,allowed_next_step,allowed_next_step_scope,n_grid,n_particles,n_lbm_steps,mpm_substeps_per_lbm_step,coupling_mode,reaction_transfer_mode,geometry_type,runtime_geometry_enabled,wall_velocity_enabled,combined_runtime_geometry_wall_velocity_enabled,real_geometry_enabled,squid_proxy_enabled,link_area_enabled,grid_48_enabled,grid_64_enabled,write_vtk,write_particles,activation_feature_count,driver_run_called,canonical_driver_module,legacy_driver_module_used_as_implementation,initialized,completed_lbm_steps,total_mpm_substeps,diagnostics_row_count,rho_min_final,rho_max_final,rho_min_min,rho_max_max,lbm_max_v_max,mpm_min_J_min,mpm_max_speed_max,projected_mass_final,active_cell_count_final,cell_force_max_norm_max,hydro_force_max_norm_max,bb_link_count_final,bb_link_count_max,bb_max_correction_max,active_reaction_particle_count_final,max_grid_reaction_norm_max,has_nan,has_inf,generated_file_count,geo_path_name,diagnostics_csv_exists,diagnostics_npz_exists,driver_config_exists,elapsed_seconds,runtime_warning,runtime_hard_fail,stable,notes
canonical_driver_moving_boundary_engineering_32_5step_rebaseline,step78_minimal_post_gate_canonical_driver_5step_rebaseline,Step77,Step77,True,Step78,minimal post-gate canonical driver 5-step rebaseline only,32,1024,5,1,moving_boundary,engineering,box,False,False,False,False,False,False,False,False,False,False,0,True,src.mpm_lbm.sim.drivers.fsi_driver,False,True,5,5,6,0.9635568857192993,1.0382390022277832,0.9631504416465759,1.0382390022277832,0.029648633673787117,0.9996404051780701,1.5697649717330933,0.027000000700354576,1210,0.0,0.41414010524749756,2270,2272,0.006899189669638872,893,4.051990254083648e-05,False,False,4,geo_all_fluid_32.dat,True,True,True,242.33026560000144,False,False,True,minimal post-gate canonical driver 5-step rebaseline completed
