metric,value
activation_feature_count,0
allowed_next_step,Step78
allowed_next_step_scope,minimal post-gate canonical driver 5-step rebaseline only
canonical_driver_module,src.mpm_lbm.sim.drivers.fsi_driver
driver_run_called_count,1
driver_run_required,True
gate_status,ready_for_step78_5step_rebaseline_only
has_inf_count,0
has_nan_count,0
legacy_driver_module_used_count,0
max_lbm_max_v,0.029648633673787117
max_mpm_max_speed,1.5697649717330933
max_rho_max,1.0382390022277832
min_completed_lbm_steps,5
min_diagnostics_row_count,6
min_mpm_min_J,0.9996404051780701
min_rho_min,0.9631504416465759
min_total_mpm_substeps,5
missing_required_rows,[]
optional_row_count,0
physics_feature_expansion,False
post_gate_5step_rebaseline_matrix_pass,True
post_gate_simulation_allowed,True
previous_rebaseline_step,Step77
required_row_count,1
required_rows_present,"[""canonical_driver_moving_boundary_engineering_32_5step_rebaseline""]"
required_stable_count,1
row_count,1
runtime_code_changed,False
runtime_hard_fail_count,0
runtime_warning_count,0
slowest_elapsed_seconds,242.33026560000144
slowest_row_name,canonical_driver_moving_boundary_engineering_32_5step_rebaseline
solver_behavior_changed,False
stable_count,1
total_elapsed_seconds,242.33026560000144
