step,rho_min,rho_max,rho_mean,mass_total,mass_total_delta_from_initial,mass_total_delta_rel
0,1.0,1.0,1.0,101568.0,0.0,0.0
5,0.9999859929084778,1.0019539594650269,1.0000660139638942,101574.70490628481,6.7049062848091125,6.60139638942296e-05
10,0.9998378157615662,1.004794716835022,1.0002699417907748,101595.4174478054,27.417447805404663,0.00026994179077469935
15,0.9994871616363525,1.0070195198059082,1.0005747212986706,101626.37329286337,58.37329286336899,0.0005747212986705358
20,0.998988926410675,1.0094428062438965,1.0009773071361183,101667.26313120127,99.26313120126724,0.0009773071361183368
25,0.9983772039413452,1.0118571519851685,1.001470565567029,101717.362403512,149.36240351200104,0.0014705655670289957
30,0.9976793527603149,1.0142618417739868,1.0020489666767056,101776.10944741964,208.1094474196434,0.002048966676705689
35,0.9969165921211243,1.0166847705841064,1.002709347167872,101843.18297314644,275.1829731464386,0.0027093471678721506
40,0.9961043000221252,1.0191066265106201,1.0034489906313768,101918.30708044767,350.3070804476738,0.0034489906313767507
45,0.9952536821365356,1.0215330123901367,1.0042661654198966,102001.30588936806,433.30588936805725,0.004266165419896594
50,0.9943732619285583,1.0239628553390503,1.0051596329982317,102092.0536043644,524.0536043643951,0.005159632998231679
55,0.9934690594673157,1.0263968706130981,1.0061285766716002,102190.46727538109,622.4672753810883,0.006128576671600191
60,0.9925457835197449,1.028834581375122,1.0071724865605518,102296.49511498213,728.4951149821281,0.0071724865605518285
65,0.9916067719459534,1.031275987625122,1.008291079841141,102410.10839730501,842.1083973050117,0.008291079841141026
70,0.9906549453735352,1.033721923828125,1.0094842369437556,102531.29497790337,963.2949779033661,0.009484236943755574
75,0.9896930456161499,1.0361719131469727,1.010751724269572,102660.0311306119,1092.0311306118965,0.010751724269572075
80,0.9887422323226929,1.038622260093689,1.0120882993738889,102795.78439080715,1227.7843908071518,0.01208829937388894
85,0.9879089593887329,1.0410593748092651,1.013450272905945,102934.11731851101,1366.1173185110092,0.013450272905944876
90,0.9872026443481445,1.0413832664489746,1.0146439334074835,103055.35502833128,1487.3550283312798,0.014643933407483456
95,0.9868521094322205,1.0406112670898438,1.0155270329506971,103145.0496827364,1577.0496827363968,0.015527032950697038
100,0.9872528314590454,1.0400903224945068,1.0161906285135154,103212.44975686073,1644.449756860733,0.01619062851351541
105,0.9881523847579956,1.0390551090240479,1.016652695108123,103259.38093674183,1691.380936741829,0.016652695108122922
110,0.9893884658813477,1.0378568172454834,1.0169349709935323,103288.05113387108,1720.0511338710785,0.0169349709935322
115,0.990921676158905,1.0365065336227417,1.0170551225825881,103300.25469046831,1732.2546904683113,0.017055122582588133
120,0.992669939994812,1.0350221395492554,1.0170243653699418,103297.13074189425,1729.1307418942451,0.017024365369941764
125,0.9945873022079468,1.0334630012512207,1.0168520497509104,103279.62898910046,1711.6289891004562,0.01685204975091029
130,0.9966367483139038,1.0318493843078613,1.0165447857543104,103248.42079949379,1680.4207994937897,0.01654478575431031
135,0.9987865090370178,1.0301940441131592,1.0161075271870272,103204.00932133198,1636.0093213319778,0.016107527187027192
140,1.0010192394256592,1.028498649597168,1.0155438710832716,103146.75989818573,1578.75989818573,0.0155438710832716
145,1.0033190250396729,1.0267693996429443,1.0148564486000886,103076.9397714138,1508.939771413803,0.014856448600088642
150,1.0056716203689575,1.0250111818313599,1.014047146104065,102994.74053549767,1426.7405354976654,0.014047146104064916
155,1.0080621242523193,1.0232244729995728,1.0131173188497078,102900.29984092712,1332.299840927124,0.01311731884970782
160,1.0101535320281982,1.0213929414749146,1.012069425926495,102793.86745250225,1225.8674525022507,0.012069425926495065
165,1.008815050125122,1.0193829536437988,1.0109263360418177,102677.76609909534,1109.7660990953445,0.010926336041817744
170,1.007401704788208,1.0166658163070679,1.0097864488293502,102561.99003469944,993.99003469944,0.009786448829350189
175,1.0059070587158203,1.017126202583313,1.008765201117766,102458.26394712925,890.2639471292496,0.008765201117765926
180,1.001935601234436,1.0185918807983398,1.0078585522628443,102366.17743623257,798.1774362325668,0.00785855226284427
185,0.9988785982131958,1.0196311473846436,1.007061406467685,102285.21293210983,717.2129321098328,0.007061406467685026
190,0.9964788556098938,1.0203224420547485,1.006373720202494,102215.36601352692,647.3660135269165,0.006373720202494058
195,0.9947739243507385,1.0206702947616577,1.005779731974109,102155.0358171463,587.0358171463013,0.005779731974108984
200,0.9935041666030884,1.0207786560058594,1.0052724772173425,102103.51496601105,535.5149660110474,0.005272477217342543
205,0.9925969839096069,1.02067232131958,1.0048450277995016,102060.09978353977,492.09978353977203,0.004845027799501536
210,0.992156445980072,1.0203927755355835,1.0044907937665537,102024.12094128132,456.12094128131866,0.004490793766553626
215,0.9919647574424744,1.0199697017669678,1.004204927584498,101995.08608490229,427.08608490228653,0.004204927584497938
220,0.991960346698761,1.0194355249404907,1.003983323066774,101972.57815724611,404.5781572461128,0.00398332306677411
225,0.9920828342437744,1.0188082456588745,1.003822724473978,101956.26647937298,388.2664793729782,0.00382272447397781
230,0.9923627972602844,1.0181031227111816,1.0037206334948643,101945.89730280638,377.8973028063774,0.003720633494864302
235,0.9927109479904175,1.0173285007476807,1.0036755673160098,101941.3200211525,373.32002115249634,0.0036755673160099277
240,0.993145227432251,1.0164915323257446,1.00368940838916,101942.72583127022,374.7258312702179,0.003689408389160148
245,0.9937999844551086,1.015573501586914,1.0037758656646576,101951.50712382793,383.50712382793427,0.003775865664657513
250,0.9952136278152466,1.0145442485809326,1.0039748639888268,101971.71898561716,403.7189856171608,0.003974863988826804
