metric,value
output_guard_pass,True
pass_count,33
private_absolute_path_count,0
protected_external_edit_count,0
protected_real_geometry_candidate_edit_count,0
row_count,33
step82_dense_wall_velocity_output_count,0
step82_forbidden_file_count,0
step82_large_file_count,0
step82_optional_driver_run_dir_count,0
step82_particle_npy_count,0
step82_raw_geometry_output_count,0
step82_required_driver_run_dir_count,1
step82_sparse_wall_velocity_output_count,0
step82_total_size_bytes,627324
step82_total_size_mb,0.5982627868652344
step82_vtr_count,0
