step,inlet_flux,outlet_flux,flux_imbalance_abs,flux_imbalance_rel
0,0.0,0.0,0.0,0.0
5,2.3227934073551646,0.021097412437012193,2.3016959949181524,0.9909172239036813
10,5.071840796337953,0.2167298474892902,4.855110948848663,0.9572680105326301
15,7.454887642922156,0.6686338577024882,6.786253785219667,0.9103093313100024
20,10.021465261948961,1.3097982612228476,8.711667000726113,0.8693007232988083
25,12.541118565600318,2.0961424783758593,10.444976087224457,0.8328584115195691
30,15.084711285883031,2.9947384281831577,12.089972857699873,0.8014719425895959
35,17.638029338234343,3.952040021382135,13.685989316852208,0.7759364186556141
40,20.201154858950908,4.9032690637237595,15.297885795227149,0.7572777844653186
45,22.775590661042962,5.8848183380627415,16.89077232298022,0.7416173119001226
50,25.3607430935181,6.904034351415657,18.456708742102442,0.7277668747340355
55,27.95674066288532,7.953905788525818,20.0028348743595,0.7154923785845598
60,30.563794415235726,9.027614601937604,21.536179813298123,0.7046304369382411
65,33.18174068307718,10.11996754635356,23.06177313672362,0.6950139643664087
70,35.81096117617873,11.227675025048274,24.583286151130455,0.6864737874582135
75,38.45118077008794,12.36623130846006,26.08494946162788,0.6783913767849742
80,41.1026889610342,13.823097340569849,27.27959162046435,0.6636936003463351
85,43.765674757490004,17.021887309786063,26.74378744770394,0.6110676368156998
90,43.91632829691154,22.895009913051485,21.021318383860052,0.47866748426093714
95,43.674084568089626,28.23771056827006,15.436373999819565,0.3534447064540906
100,43.75668671140778,32.44186463525112,11.31482207615666,0.2585849826972109
105,43.65993953459811,36.331594649810285,7.328344884787825,0.1678505504795881
110,43.61970653372437,39.749122145924474,3.8705843877998944,0.08873476452225489
115,43.55375413135256,42.88893015282399,0.6648239785285739,0.015264447159332112
120,43.48833994482019,45.8045038224519,2.316163877631709,0.050566291179785686
125,43.42508110686698,48.55403833577763,5.12895722891065,0.10563399883324052
130,43.3622784900444,51.18185205026132,7.8195735602169165,0.15278019936711126
135,43.292633027272906,53.720597982485195,10.427964955212289,0.19411483391551546
140,43.22171547393975,56.19339251687724,12.971677042937486,0.23083989881980424
145,43.149072152973424,58.618380267529126,15.469308114555702,0.2638985936485304
150,43.0750109203053,61.0087761995171,17.933765279211798,0.29395386035220533
155,42.99977021499963,63.36899293333961,20.369222718339984,0.32143832141639345
160,42.92352755110272,65.57342841170879,22.649900860606067,0.34541279004655034
165,42.84293210962922,66.58758340488545,23.744651295256233,0.35659277722810584
170,42.728509165316254,64.58708870920779,21.858579543891537,0.3384357459167422
175,42.51134948306801,61.37288558518857,18.86153610212056,0.307326858143892
180,42.23593717728414,59.0170067783142,16.781069601030055,0.2843429465012492
185,42.10071740446691,56.685686178795564,14.584968774328651,0.25729544365618806
190,42.05643886224245,54.56762304258174,12.511184180339285,0.22927852603321583
195,41.9737669334892,52.674387449519116,10.700620516029915,0.2031465582069641
200,41.934471867626385,50.98661347187376,9.052141604247375,0.17753957338705964
205,41.910165954171504,49.50235232605151,7.592186371880004,0.15337021404303
210,41.89300796956906,48.14908140231654,6.256073432747478,0.12993131437906283
215,41.88857577655456,46.86627834763929,4.977702571084727,0.10621074995888723
220,41.89002521485095,45.640940454578924,3.7509152397279735,0.08218312774384699
225,41.89743976003133,44.46633773135838,2.568897971327047,0.057771746053091724
230,41.90957359000699,43.32883311412145,1.4192595241144588,0.0327555445672019
235,41.925149381988334,42.19860563194224,0.2734562499539095,0.006480220041842253
240,41.94378985164513,40.95755866159619,0.9862311900489402,0.023513163534750497
245,41.964945352282314,39.265190874581464,2.69975447770085,0.06433356352634975
250,41.9983386693471,36.63120291743287,5.367135751914226,0.12779400142871564
