step,rho_min,rho_max,rho_mean,mass_total,mass_total_delta_from_initial,mass_total_delta_rel
0,1.0,1.0,1.0,101568.0,0.0,0.0
5,0.9999845027923584,1.0019539594650269,1.0000659699704928,101574.70043796301,6.700437963008881,6.596997049276229e-05
10,0.9998245239257812,1.004794716835022,1.0002693823182507,101595.36062330008,27.36062330007553,0.0002693823182505861
15,0.9994483590126038,1.0070195198059082,1.000572407149863,101626.13824939728,58.13824939727783,0.0005724071498629277
20,0.9989151954650879,1.0094428062438965,1.0009713395244588,101666.65701282024,98.65701282024384,0.0009713395244589225
25,0.9982581734657288,1.0118571519851685,1.0014584587737871,101716.13274073601,148.1327407360077,0.0014584587737870953
30,0.9975067377090454,1.0142618417739868,1.0020277154143071,101773.95099920034,205.95099920034409,0.0020277154143071054
35,0.9967025518417358,1.0166847705841064,1.002676058601689,101839.80192005634,271.8019200563431,0.002676058601688948
40,0.995902419090271,1.0191066265106201,1.0034034986467943,101913.68655055761,345.6865505576134,0.0034034986467943976
45,0.9950736165046692,1.0215330123901367,1.0042097536505452,101995.57625877857,427.5762587785721,0.0042097536505451725
50,0.994210958480835,1.0239628553390503,1.0050934827243927,102085.33485335112,517.3348533511162,0.005093482724392685
55,0.9933200478553772,1.0263968706130981,1.0060535880027512,102182.85082626343,614.8508262634277,0.006053588002751139
60,0.9924067258834839,1.0288344621658325,1.0070893287889908,102288.04894644022,720.0489464402199,0.007089328788990823
65,0.9914751648902893,1.0312761068344116,1.008200253747291,102400.88337260485,832.883372604847,0.008200253747290947
70,0.9905285835266113,1.033721685409546,1.0093861122409653,102521.32864809036,953.3286480903625,0.00938611224096529
75,0.989570677280426,1.0361721515655518,1.010646575966776,102649.3514277935,1081.3514277935028,0.01064657596677598
80,0.9886229634284973,1.0386223793029785,1.0119763222894507,102784.41110229492,1216.4111022949219,0.011976322289450633
85,0.9877920150756836,1.0410586595535278,1.0133315351467154,102922.0573617816,1354.0573617815971,0.013331535146715473
90,0.9870879054069519,1.0413764715194702,1.0145183546602417,103042.60024613142,1474.6002461314201,0.014518354660241612
95,0.9867391586303711,1.040579915046692,1.0153945014309127,103131.58872133493,1563.5887213349342,0.015394501430912632
100,0.9871410131454468,1.0400075912475586,1.0160509262453452,103198.26047688723,1630.260476887226,0.016050926245345248
105,0.9880417585372925,1.0389002561569214,1.0165055439582713,103244.4350887537,1676.4350887537003,0.016505543958271307
110,0.9892783164978027,1.0376136302947998,1.0167801073067495,103272.32193893194,1704.321938931942,0.016780107306749587
115,0.9908128976821899,1.036163330078125,1.0168923673201786,103283.7239639759,1715.7239639759064,0.016892367320178663
120,0.9925622940063477,1.0346002578735352,1.0168539749443175,103279.82452714443,1711.824527144432,0.016853974944317424
125,0.9944806098937988,1.033040165901184,1.016674772454232,103261.62328863144,1693.6232886314392,0.016674772454232035
130,0.9965306520462036,1.0314874649047852,1.0163611375064212,103229.76801425219,1661.7680142521858,0.016361137506421174
135,0.9986804723739624,1.0298713445663452,1.015917539341867,103184.71263587475,1616.7126358747482,0.01591753934186701
140,1.0009132623672485,1.028202772140503,1.0153475003287655,103126.81491339207,1558.814913392067,0.015347500328765624
145,1.003212809562683,1.0264989137649536,1.0146536808977373,103056.3450614214,1488.3450614213943,0.014653680897737421
150,1.0055644512176514,1.0247578620910645,1.0138379544766165,102973.49336028099,1405.4933602809906,0.013837954476616558
155,1.0079548358917236,1.022980809211731,1.012901682281079,102878.39806592464,1310.3980659246445,0.012901682281079125
160,1.0098388195037842,1.0211522579193115,1.0118473532663044,102771.31197655201,1203.3119765520096,0.011847353266304442
165,1.0085543394088745,1.0191452503204346,1.010698024488671,102654.57695126534,1086.576951265335,0.01069802448867099
170,1.007162094116211,1.0164315700531006,1.009552625292547,102538.24104571342,970.2410457134247,0.009552625292547108
175,1.0056815147399902,1.0170116424560547,1.0085272729882728,102434.09806287289,866.0980628728867,0.008527272988272749
180,1.0017123222351074,1.0184686183929443,1.0076188357980016,102341.82991433144,773.8299143314362,0.007618835798001695
185,0.998653769493103,1.019494652748108,1.0068231150672244,102261.01015114784,693.0101511478424,0.006823115067224346
190,0.9962584972381592,1.0201663970947266,1.006140494868793,102191.67778283358,623.6777828335762,0.006140494868793087
195,0.9945547580718994,1.0204904079437256,1.0055549911979795,102132.20934599638,564.2093459963799,0.0055549911979794805
200,0.9932860136032104,1.0205721855163574,1.0050579383329645,102081.72468060255,513.7246806025505,0.00505793833296462
205,0.9923802614212036,1.0204380750656128,1.0046393661334332,102039.21113944054,471.2111394405365,0.004639366133433133
210,0.9919411540031433,1.0201359987258911,1.0042907015567795,102003.79797571898,435.79797571897507,0.004290701556779449
215,0.9917505979537964,1.0197010040283203,1.0040075795527807,101975.04184001684,407.0418400168419,0.004007579552780816
220,0.9917469620704651,1.0191614627838135,1.003787023103347,101952.64036256075,384.64036256074905,0.0037870231033470094
225,0.9918691515922546,1.0185340642929077,1.0036263836074735,101936.32453024387,368.3245302438736,0.0036263836074735506
230,0.9921494722366333,1.0178312063217163,1.0035235761748726,101925.88258492947,357.88258492946625,0.0035235761748726594
235,0.9924978017807007,1.0170600414276123,1.003477421512319,101921.19474816322,353.19474816322327,0.0034774215123190696
240,0.9929332733154297,1.016227126121521,1.003489982006366,101922.47049242258,354.4704924225807,0.0034899820063659884
245,0.9935895800590515,1.0153136253356934,1.0035750782850803,101931.11355125904,363.11355125904083,0.0035750782850803484
250,0.995006799697876,1.0142884254455566,1.0037727206434865,101951.18769031763,383.18769031763077,0.00377272064348644
