step,rho_min,rho_max,rho_mean,mass_total,mass_total_delta_from_initial,mass_total_delta_rel
0,1.0,1.0,1.0,101568.0,0.0,0.0
5,0.9999867677688599,1.0022146701812744,1.0000749005858036,101575.6075026989,7.607502698898315,7.490058580358297e-05
10,0.9998467564582825,1.0054357051849365,1.0003072372006832,101599.20546799898,31.205467998981476,0.0003072372006831037
15,0.9995139241218567,1.0079596042633057,1.000657204189411,101634.75091511011,66.75091511011124,0.0006572041894111456
20,0.9990347623825073,1.0107085704803467,1.001122993157112,101682.06016898155,114.06016898155212,0.001122993157112005
25,0.9984352588653564,1.0134488344192505,1.0016972723492688,101740.38855797052,172.38855797052383,0.001697272349268705
30,0.9977372884750366,1.0161782503128052,1.0023739562817646,101809.11799162626,241.11799162626266,0.0023739562817645583
35,0.9969594478607178,1.018929362297058,1.003149239508941,101887.86195844412,319.8619584441185,0.0031492395089409903
40,0.9961158037185669,1.021679401397705,1.0040195973815365,101976.2624668479,408.2624668478966,0.004019597381536474
45,0.9952181577682495,1.0244354009628296,1.0049825207909502,102074.06467169523,506.0646716952324,0.004982520790950224
50,0.994275689125061,1.0271966457366943,1.0060360290276775,102181.06739628315,613.0673962831497,0.006036029027677514
55,0.9932958483695984,1.0299627780914307,1.0071786459501324,102297.12071186304,729.1207118630409,0.007178645950132334
60,0.99228435754776,1.0327342748641968,1.0084092821474009,102422.1139691472,854.1139691472054,0.00840928214740081
65,0.9912464618682861,1.0355114936828613,1.0097271534353118,102555.96752011776,987.9675201177597,0.009727153435311907
70,0.9901853203773499,1.0382946729660034,1.0111317243984541,102698.62698370218,1130.6269837021828,0.011131724398454067
75,0.9891059398651123,1.0410836935043335,1.0126223865633557,102850.03055846691,1282.0305584669113,0.012622386563355696
80,0.9880437850952148,1.041528344154358,1.0141118737013932,103001.3147881031,1433.3147881031036,0.01411187370139319
85,0.9872204065322876,1.040948510169983,1.0154624186660426,103138.48693907261,1570.486939072609,0.015462418666042543
90,0.9866458773612976,1.0410921573638916,1.0165723742126114,103251.22290402651,1683.2229040265083,0.01657237421261134
95,0.9863168597221375,1.0408016443252563,1.0173605875538752,103331.280156672,1763.2801566720009,0.017360587553875245
100,0.9865893125534058,1.0401338338851929,1.017885136359947,103384.55752980709,1816.5575298070908,0.01788513635994694
105,0.987303614616394,1.0391823053359985,1.0181674262903109,103413.2291534543,1845.2291534543037,0.018167426290310963
110,0.9882399439811707,1.0380113124847412,1.0182207447770695,103418.64460551739,1850.6446055173874,0.018220744777069427
115,0.9894271492958069,1.0366593599319458,1.0180586786921915,103402.1838774085,1834.1838774085045,0.018058678692191483
120,0.9908135533332825,1.0351570844650269,1.0176910041064429,103364.83990508318,1796.8399050831795,0.01769100410644277
125,0.9923697710037231,1.0335438251495361,1.0171265087566363,103307.50524139404,1739.505241394043,0.01712650875663637
130,0.9940674304962158,1.0318472385406494,1.0163720476176419,103230.87613242865,1662.876132428646,0.016372047617641838
135,0.995881974697113,1.0300804376602173,1.015433123101678,103135.51144719124,1567.5114471912384,0.015433123101678072
140,0.997793436050415,1.0282483100891113,1.014314088273838,103021.85331779718,1453.853317797184,0.014314088273838059
145,0.9997862577438354,1.0263609886169434,1.0130184603304553,102890.25897884369,1322.258978843689,0.01301846033045535
150,1.001841425895691,1.02442467212677,1.0115510853701086,102741.2206388712,1173.220638871193,0.011551085370108627
155,1.0037682056427002,1.022446632385254,1.0099416009896325,102577.748529315,1009.7485293149948,0.00994160098963251
160,1.0038717985153198,1.020419955253601,1.0083085737298534,102411.88521659374,843.8852165937424,0.008308573729853323
165,1.0040318965911865,1.018185019493103,1.0067824992129994,102256.88488006592,688.884880065918,0.00678249921299935
170,1.0033632516860962,1.0152337551116943,1.00533662343582,102110.03016912937,542.0301691293716,0.0053366234358200575
175,1.0019785165786743,1.0107223987579346,1.003945316109987,101968.71786665916,400.71786665916443,0.003945316109987047
180,0.9997676014900208,1.011396884918213,1.0026269080492924,101834.80979675055,266.8097967505455,0.0026269080492925478
185,0.9960198402404785,1.012129783630371,1.001398439793164,101710.03673291206,142.0367329120636,0.0013984397931638272
190,0.992674708366394,1.0126713514328003,1.000264599353014,101594.87482708693,26.874827086925507,0.0002645993530139956
195,0.9899366497993469,1.0130228996276855,0.9992204921821246,101488.82694995403,-79.1730500459671,-0.000779507817875385
200,0.987539529800415,1.0132025480270386,0.998264906267156,101391.76999974251,-176.23000025749207,-0.001735093732843928
205,0.9854111075401306,1.0132274627685547,0.9973968457819092,101303.60283237696,-264.39716762304306,-0.0026031542180907676
210,0.9837430715560913,1.0131213665008545,0.9966143350684388,101224.12478423119,-343.8752157688141,-0.0033856649315612605
215,0.9823580980300903,1.0128990411758423,0.9959155840936534,101153.15404522419,-414.84595477581024,-0.004084415906346588
220,0.9811612963676453,1.012572169303894,0.9952988099387806,101090.50952786207,-477.490472137928,-0.00470119006121936
225,0.9801110029220581,1.012148141860962,0.9947623597644621,101036.02335655689,-531.9766434431076,-0.005237640235537843
230,0.979249119758606,1.0116511583328247,0.9943049328651681,100989.56342124939,-578.4365787506104,-0.005695067134831939
235,0.9786165356636047,1.0110851526260376,0.9939268383707455,100951.16111963987,-616.8388803601265,-0.0060731616292545535
240,0.9786940813064575,1.0104389190673828,0.9936357562065773,100921.59648638964,-646.403513610363,-0.006364243793422761
245,0.9803434610366821,1.0097142457962036,0.9934573483781886,100903.47596007586,-664.5240399241447,-0.006542651621811444
250,0.9836514592170715,1.0088874101638794,0.9934335896902599,100901.06283766031,-666.9371623396873,-0.0065664103097401475
