row_name,campaign_id,gate_source_step,previous_step,post_gate_simulation_allowed,allowed_next_step,allowed_next_step_scope,n_grid,n_particles,n_lbm_steps,mpm_substeps_per_lbm_step,coupling_mode,reaction_transfer_mode,geometry_type,geometry_config_path,geometry_config_path_exists,target_u_lbm,boundary_motion_mode,geometry_motion_mode,geometry_motion_application_mode,wall_velocity_application_mode,runtime_geometry_enabled,wall_velocity_enabled,combined_runtime_geometry_wall_velocity_enabled,procedural_geometry_enabled,squid_proxy_enabled,real_geometry_candidate_enabled,real_geometry_enabled,link_area_enabled,grid_48_enabled,grid_64_enabled,write_vtk,write_particles,activation_feature_count,driver_run_called,canonical_driver_module,legacy_driver_module_used_as_implementation,initialized,completed_lbm_steps,total_mpm_substeps,diagnostics_row_count,rho_min_final,rho_max_final,rho_min_min,rho_max_max,lbm_max_v_max,mpm_min_J_min,mpm_max_speed_max,projected_mass_final,active_cell_count_final,cell_force_max_norm_max,hydro_force_max_norm_max,bb_link_count_final,bb_link_count_max,bb_max_correction_max,active_reaction_particle_count_final,max_grid_reaction_norm_max,geometry_quality_report_exists,geometry_quality_report_pass,geometry_quality_strict,geometry_quality_warning_count,geometry_quality_reason_count,quality_report_geometry_type,quality_report_empty,quality_report_occupied_count,quality_report_surface_voxel_count,quality_report_touches_domain_boundary,sampling_stats_exist,sampling_geometry_type,sampling_particle_count,mantle_particle_count,head_particle_count,arms_particle_count,left_fin_particle_count,right_fin_particle_count,geometry_motion_config_path_exists,geometry_motion_application_config_path_exists,geometry_motion_interface_report_exists,geometry_motion_interface_report_pass,no_op_pass,config_validation_pass,diagnostic_only,mutation_flag_enabled_count,apply_to_driver,apply_to_mpm_particles,apply_to_lbm_solid_phi,apply_to_lbm_solid_vel,apply_to_projection,update_dynamic_solid,recompute_boundary_links,mutate_geometry_state,boundary_motion_config_path_exists,boundary_motion_interface_report_exists,boundary_motion_interface_report_pass,boundary_motion_diagnostic_only,wall_velocity_application_config_path_exists,wall_velocity_application_report_exists,wall_velocity_application_report_pass,target_lbm_field,application_policy,apply_to_lbm_solid_vel_wall_velocity,apply_to_lbm_populations,apply_to_mpm,apply_to_projector,modify_bounceback_formula,jet_model_enabled,actuation_claim_enabled,applied_cell_count,max_applied_velocity_norm,wall_velocity_cap_lbm,finite_pass,cap_pass,lbm_population_update_count,has_nan,has_inf,generated_file_count,geo_path_name,diagnostics_csv_exists,diagnostics_npz_exists,driver_config_exists,driver_timing_exists,elapsed_seconds,runtime_warning,runtime_hard_fail,stable,notes
canonical_driver_squid_proxy_runtime_geometry_diagnostic_only_wall_velocity_solid_vel_32_3step_smoke,step88_squid_proxy_runtime_geometry_wall_velocity_combined_canonical_driver_smoke,Step87,Step87,True,Step88,squid_proxy plus runtime geometry diagnostic-only plus wall velocity solid_vel combined canonical driver 3-step smoke only,32,1024,3,1,moving_boundary,engineering,squid_proxy,configs/step85_squid_proxy_geometry_1024.json,True,"[0.0, 0.0, 0.0]",prescribed_kinematic,prescribed_kinematic,diagnostic_only,solid_vel_experimental,True,True,True,True,True,False,False,False,False,False,False,False,3,True,src.mpm_lbm.sim.drivers.fsi_driver,False,True,3,3,4,0.9994185566902161,1.0000004768371582,0.9994185566902161,1.000001072883606,0.00046188393025659025,0.9997814893722534,0.0054171099327504635,0.02264912612736225,1759,0.0,0.41587546467781067,2574,2574,0.00013299552665557712,987,4.215420631226152e-05,True,True,False,0,0,squid_proxy,False,774,358,False,True,squid_proxy,1024,867,189,52,23,22,True,True,True,True,True,True,True,0,False,False,False,False,False,False,False,False,True,True,True,True,True,True,True,solid_vel,additive_capped,True,False,False,False,False,False,False,648,0.0005021311353590662,0.01,True,True,0,False,False,9,geo_all_fluid_32.dat,True,True,True,True,56.32988040000782,False,False,True,squid_proxy plus runtime geometry diagnostic-only plus wall velocity solid_vel canonical driver 3-step smoke completed
