metric,value
all_candidate_curves_real_solver,True
artifact_budget_pass,True
direct_equivalence_claim_count,0
official_case_data_h5_count,0
official_case_file_count,0
official_journal_file_count,0
official_mesh_file_count,0
output_guard_pass,True
pass_count,179
private_absolute_path_count,0
protected_external_edit_count,0
protected_real_geometry_candidate_edit_count,0
proxy_curve_replay_evidence_mode_count,0
real_driver_run_called_count,10
real_monitor_source_count,10
reference_curve_used_only_for_error_metrics,True
row_count,179
solver_curve_generated_from_reference_count,0
step112_forbidden_file_count,0
successful_real_rows,10
synthetic_candidate_curve_count,0
validation_claim_count,0
