check,error,file_exists,forbidden_call_count,found_calls,pass,path
python_no_simulation_calls,,True,0,[],True,src/mpm_lbm/evidence/output_default_alignment_audit.py
python_no_simulation_calls,,True,0,[],True,src/mpm_lbm/evidence/tau_convention_decision_audit.py
python_no_simulation_calls,,True,0,[],True,src/mpm_lbm/evidence/config_schema_delta_audit.py
python_no_simulation_calls,,True,0,[],True,src/mpm_lbm/evidence/step71_no_simulation_audit.py
python_no_simulation_calls,,True,0,[],True,src/mpm_lbm/evidence/step71_regression_guard.py
python_no_simulation_calls,,True,0,[],True,baseline_tests/step71_common.py
python_no_simulation_calls,,True,0,[],True,baseline_tests/run_step71_output_default_alignment_audit.py
python_no_simulation_calls,,True,0,[],True,baseline_tests/run_step71_tau_convention_decision_audit.py
python_no_simulation_calls,,True,0,[],True,baseline_tests/run_step71_config_schema_delta_audit.py
python_no_simulation_calls,,True,0,[],True,baseline_tests/run_step71_no_simulation_audit.py
python_no_simulation_calls,,True,0,[],True,baseline_tests/run_step71_step70_regression_guard.py
python_no_simulation_calls,,True,0,[],True,baseline_tests/run_step71_artifact_manifest.py
