step,inlet_flux,outlet_flux,flux_imbalance_abs,flux_imbalance_rel
0,0.0,0.0,0.0,0.0
25,43.58145830855584,4.644016554282118,38.93744175427372,0.8934405425031311
50,43.78227480788806,2.7004609554525727,41.08181385243549,0.9383206796060299
75,43.78928922297753,3.7175434624814425,40.071745760496086,0.9151038181151673
100,43.45176466728303,99.2198748376815,55.76811017039847,0.5620659193698053
125,43.65959221835058,68.72960745534806,25.070015236997477,0.364762962647282
150,43.553990644815215,84.23330589468901,40.679315249873795,0.4829362307200941
175,42.299863520080805,72.82415377941979,30.524290259338983,0.4191506344419095
200,40.71743543420962,74.61985126744709,33.90241583323747,0.45433507648959087
225,41.153255673721176,74.23651419958762,33.08325852586644,0.4456467128416196
250,41.22306260225359,61.847044237101244,20.623981634847652,0.3334675389786145
275,41.43538013522794,-30.617946334765193,72.05332646999312,1.7389324349104769
300,41.13333430795738,45.763889201628956,4.6305548936715795,0.10118359637814078
325,41.34730878413657,-5.667917840342903,47.015226624479475,1.1370806953829478
350,44.47807722397154,28.167356978611252,16.310720245360287,0.36671369949799887
375,42.045530891467216,11.824725489668086,30.22080540179913,0.7187637963190087
400,44.84166634083108,19.124690179953408,25.716976160877675,0.5735062556642948
425,42.34224219566511,45.86198766384627,3.5197454681811635,0.07674646580910915
450,43.47711372909848,94.48553506981006,51.00842134071158,0.5398542888392844
475,43.04770199204194,29.233940416087087,13.81376157595485,0.32089428556508187
500,43.11468154222896,87.15179890174043,44.03711735951148,0.5052921214989636
