step,time_s,flap_tip_total_displacement_m,flap_tip_x_displacement_m,flap_tip_y_displacement_m
0,0.0,0.0,0.0,0.0
1,0.0005,1.5211040249596408e-07,3.16067598760128e-08,-1.4879041998483444e-07
2,0.001,4.550580854356667e-07,9.54838483835374e-08,-4.449277355433878e-07
3,0.0015,9.051803431248118e-07,1.918990193416903e-07,-8.846051287036971e-07
4,0.002,1.4980985270085512e-06,3.2146928674592345e-07,-1.4632008742410108e-06
5,0.0025,2.228117864433443e-06,4.846137358072156e-07,-2.17477804653754e-06
6,0.003,3.088758830926963e-06,6.817397775193967e-07,-3.0125841021799715e-06
7,0.0035,4.07272091251798e-06,9.131617844104767e-07,-3.969028966821497e-06
8,0.004,5.172573764866684e-06,1.1787400353568955e-06,-5.036476068198681e-06
9,0.0045000000000000005,6.380968443409074e-06,1.4793594118600595e-06,-6.207113528944319e-06
10,0.005,7.6902351793251e-06,1.8149730749428272e-06,-7.472990546375513e-06
11,0.0055,9.093039807339665e-06,2.1859189018869074e-06,-8.826388693705667e-06
12,0.006,1.0582373761280905e-05,2.5919405288732378e-06,-1.0260043382004369e-05
13,0.006500000000000001,1.215176689584041e-05,3.0334690563904587e-06,-1.1767051546485163e-05
14,0.007,1.379563309455989e-05,3.5105856568407035e-06,-1.3341486919671297e-05
15,0.0075,1.5509127479163e-05,4.0233603613160085e-06,-1.4978169929236174e-05
16,0.008,1.728811730572488e-05,4.571827503241366e-06,-1.6672653146088123e-05
17,0.0085,1.9129533029627055e-05,5.156034603714943e-06,-1.842157325881999e-05
18,0.009000000000000001,2.1031228243373334e-05,5.775852969236439e-06,-2.022256376221776e-05
19,0.0095,2.2992060621618293e-05,6.43173689240939e-06,-2.2074138541938737e-05
20,0.01,2.501150629541371e-05,7.123092927940888e-06,-2.397575917711947e-05
21,0.0105,2.7090094590676017e-05,7.850304427847732e-06,-2.592770579212811e-05
22,0.011,2.9228825951577164e-05,8.612742931290995e-06,-2.7931075237574987e-05
23,0.0115,3.14295721182134e-05,9.41092184802983e-06,-2.9987539164721966e-05
24,0.012,3.3694410376483575e-05,1.024453649733914e-05,-3.209926580893807e-05
25,0.0125,3.602570359362289e-05,1.1113460459455382e-05,-3.426867988309823e-05
26,0.013000000000000001,3.8426103856181726e-05,1.2017565495625604e-05,-3.6498542613117024e-05
27,0.0135,4.089844151167199e-05,1.2956850696355104e-05,-3.879178620991297e-05
28,0.014,4.3445168557809666e-05,1.3931212379247881e-05,-4.11509900004603e-05
29,0.0145,4.6068460505921394e-05,1.4940346773073543e-05,-4.3578540498856455e-05
30,0.015,4.876998718827963e-05,1.5983929188223556e-05,-4.6076300350250676e-05
31,0.0155,5.155118560651317e-05,1.706214425212238e-05,-4.8645739298081025e-05
32,0.016,5.44127615285106e-05,1.817444535845425e-05,-5.128779594087973e-05
33,0.0165,5.735476952395402e-05,1.9320974388392642e-05,-5.4002495744498447e-05
34,0.017,6.037677303538658e-05,2.050146031251643e-05,-5.6789478549035266e-05
35,0.0175,6.347718590404838e-05,2.1715357434004545e-05,-5.9647263697115704e-05
36,0.018000000000000002,6.665442924713716e-05,2.296303864568472e-05,-6.257405038923025e-05
37,0.0185,6.990550900809467e-05,2.4243619918706827e-05,-6.55669646221213e-05
38,0.019,7.322727469727397e-05,2.5557121261954308e-05,-6.86226412653923e-05
39,0.0195,7.661596464458853e-05,2.6903488105745055e-05,-7.173707854235545e-05
40,0.02,8.006730058696121e-05,2.8282334824325517e-05,-7.490582356695086e-05
41,0.0205,8.357683691428974e-05,2.9693672331632115e-05,-7.81240887590684e-05
42,0.021,8.713949500815943e-05,3.113673301413655e-05,-8.138670091284439e-05
43,0.021500000000000002,9.075029811356217e-05,3.26115514326375e-05,-8.468826854368672e-05
44,0.022,9.440417488804087e-05,3.411784928175621e-05,-8.802340744296089e-05
45,0.0225,9.809632319957018e-05,3.565496444934979e-05,-9.138715540757403e-05
46,0.023,0.00010182181722484529,3.722324254340492e-05,-9.47740045376122e-05
47,0.0235,0.00010557610221439973,3.882197415805422e-05,-9.817926184041426e-05
48,0.024,0.00010935481986962259,4.045083187520504e-05,-0.0001015982634271495
49,0.0245,0.00011315409210510552,4.21094118792098e-05,-0.00010502687655389309
50,0.025,0.00011697060836013407,4.3797772377729416e-05,-0.00010846141231013462
