step,time_s,flap_tip_total_displacement_m,flap_tip_x_displacement_m,flap_tip_y_displacement_m
0,0.0,0.0,0.0,0.0
1,0.0005,3.0882552071176406e-09,3.4924596548080444e-10,-2.875458537943132e-09
2,0.001,8.721947608592018e-09,9.196810535350153e-10,-7.974449545145035e-09
3,0.0015,1.6308028705225297e-08,1.5832484212552345e-09,-1.4656689195646777e-08
4,0.002,2.6543947484469754e-08,3.830064265741839e-09,-2.3411121929939327e-08
5,0.0025,3.960744621167578e-08,7.299240767366655e-09,-3.4645200486238537e-08
6,0.003,5.516560719343033e-08,1.1513475506319537e-08,-4.78117740954076e-08
7,0.0035,7.245404987088477e-08,1.6915146616724996e-08,-6.211921999010883e-08
8,0.004,9.126552669158627e-08,2.289889344808671e-08,-7.733469686854733e-08
9,0.0045000000000000005,1.1152209822284931e-07,2.9115472699459133e-08,-9.36095645442947e-08
10,0.005,1.3332424941836507e-07,3.5564880818128586e-08,-1.1081574768923019e-07
11,0.0055,1.5602670089265303e-07,4.266621544957161e-08,-1.2852251529693604e-07
12,0.006,1.795305877294595e-07,5.1048118621110916e-08,-1.4618272814459488e-07
13,0.006500000000000001,2.0366259434467793e-07,6.030313670635223e-08,-1.6357516585685516e-07
14,0.007,2.2849476977171435e-07,7.024500803254341e-08,-1.8089777142904495e-07
15,0.0075,2.536133081321168e-07,8.05943258797015e-08,-1.97754715713927e-07
16,0.008,2.786834727430687e-07,9.140931211959469e-08,-2.1373853087425232e-07
17,0.0085,3.0357102787093027e-07,1.0260846750043129e-07,-2.2861641468807647e-07
18,0.009000000000000001,3.282137583937583e-07,1.1426163837313652e-07,-2.4260953068733215e-07
19,0.0095,3.527319165641529e-07,1.2663659276768158e-07,-2.5545014636918495e-07
20,0.01,3.7759213000754244e-07,1.3996614711686561e-07,-2.671266088327684e-07
21,0.0105,4.0233578602055786e-07,1.5406403974793648e-07,-2.775574046154361e-07
22,0.011,4.2660528265514586e-07,1.6879057795904373e-07,-2.86544690197843e-07
23,0.0115,4.508039808115427e-07,1.8397113876744697e-07,-2.941349634966173e-07
24,0.012,4.7494441446360725e-07,1.995591532022445e-07,-3.0046794563531876e-07
25,0.0125,4.991014748156886e-07,2.1577579900622368e-07,-3.055436650356569e-07
26,0.013000000000000001,5.232677722233348e-07,2.3263274329110573e-07,-3.0930388561500877e-07
27,0.0135,5.475698117152206e-07,2.501532492260594e-07,-3.1185336979433487e-07
28,0.014,5.719873570342315e-07,2.6818597120836785e-07,-3.1313393833443115e-07
29,0.0145,5.966151093161898e-07,2.867658679406304e-07,-3.134948372007784e-07
30,0.015,6.215996677383373e-07,3.059394657611847e-07,-3.128429000298638e-07
31,0.0155,6.469015829679847e-07,3.256369325299602e-07,-3.113411537469801e-07
32,0.016,6.725987304889713e-07,3.458815740486898e-07,-3.0905940207048843e-07
33,0.0165,6.988757945691759e-07,3.666500560939312e-07,-3.0630036462753196e-07
34,0.017,7.257056608978019e-07,3.880006431700167e-07,-3.0312222065731476e-07
35,0.0175,7.532798349529912e-07,4.100031389953074e-07,-2.996297610025067e-07
36,0.018000000000000002,7.813239903953217e-07,4.3241308844699233e-07,-2.9596267836495826e-07
37,0.0185,8.098674584289256e-07,4.5525376890509506e-07,-2.9219083330644935e-07
38,0.019,8.390094308197149e-07,4.78536833270482e-07,-2.8853537514805794e-07
39,0.0195,8.689193577993137e-07,5.022739060223103e-07,-2.851477063359198e-07
40,0.02,8.994823019747855e-07,5.263951834422187e-07,-2.8205104740663955e-07
41,0.0205,9.306168067269027e-07,5.50982065306016e-07,-2.793152873437066e-07
42,0.021,9.623537380321068e-07,5.76011359498807e-07,-2.769753280063014e-07
43,0.021500000000000002,9.94649667518388e-07,6.015412736815051e-07,-2.7527568136065383e-07
44,0.022,1.027424332278315e-06,6.274436827879981e-07,-2.7401839020058105e-07
45,0.0225,1.0606834166537737e-06,6.538117531817988e-07,-2.73215135848659e-07
46,0.023,1.094444201044098e-06,6.806338319620409e-07,-2.730288599650521e-07
47,0.0235,1.1286447261227295e-06,7.078517114678107e-07,-2.733548285505094e-07
48,0.024,1.163177671514859e-06,7.354188937824802e-07,-2.74099875241518e-07
49,0.0245,1.1979956298091565e-06,7.63370223921811e-07,-2.752290981788974e-07
50,0.025,1.233209331985563e-06,7.916358413240232e-07,-2.7674249736264755e-07
