step,time_s,flap_tip_total_displacement_m,flap_tip_x_displacement_m,flap_tip_y_displacement_m
0,0.0,0.0,0.0,0.0
1,0.0005,3.272574744528356e-08,6.088521242730849e-09,-2.982560687314617e-08
2,0.001,9.04283865565958e-08,1.9161962683256206e-08,-8.072238699696754e-08
3,0.0015,1.6891175391720026e-07,3.88710752474708e-08,-1.476728357374668e-07
4,0.002,2.721861278587312e-07,6.5378849001263e-08,-2.3525208803221176e-07
5,0.0025,4.0361402398048085e-07,9.895302355289459e-08,-3.472552805305895e-07
6,0.003,5.587823466157715e-07,1.3951212451956962e-07,-4.787580110132694e-07
7,0.0035,7.30683382244024e-07,1.8717256011768768e-07,-6.214599466147774e-07
8,0.004,9.174985962090432e-07,2.423068679036078e-07,-7.731607070127211e-07
9,0.0045000000000000005,1.1204422207811149e-06,3.0439113629654457e-07,-9.355368320029811e-07
10,0.005,1.3385482589001185e-06,3.7364662830441375e-07,-1.1075637758040102e-06
11,0.0055,1.5677551346016116e-06,4.4970076373829215e-07,-1.2844917591792182e-06
12,0.006,1.8035656239590026e-06,5.326466521182738e-07,-1.4607911680286634e-06
13,0.006500000000000001,2.0442910226847744e-06,6.221467856448726e-07,-1.6343896049875184e-06
14,0.007,2.2902995624463074e-06,7.182592867138737e-07,-1.8057064608001383e-06
15,0.0075,2.540373770898441e-06,8.20716365979024e-07,-1.9733677163458196e-06
16,0.008,2.7917915303987684e-06,9.293435141444206e-07,-2.1336600184440613e-06
17,0.0085,3.0423302632698324e-06,1.0441756330692442e-06,-2.283626372445724e-06
18,0.009000000000000001,3.291785333203734e-06,1.164863419944595e-06,-2.422661054879427e-06
19,0.0095,3.5405278140387964e-06,1.2914300668853684e-06,-2.5510089471936226e-06
20,0.01,3.788427648032666e-06,1.424259949089901e-06,-2.6679715574573493e-06
21,0.0105,4.034510311612394e-06,1.5629456129317987e-06,-2.771895424302784e-06
22,0.011,4.278247160982573e-06,1.7072073887902661e-06,-2.8616166218853323e-06
23,0.0115,4.52056656286004e-06,1.8575345848148572e-06,-2.937554427262512e-06
24,0.012,4.7626863306504674e-06,2.0139384560025064e-06,-3.000826154675451e-06
25,0.0125,5.004805643693544e-06,2.176396037611994e-06,-3.0514668196701678e-06
26,0.013000000000000001,5.246946784609463e-06,2.3445697934221243e-06,-3.0888943456375273e-06
27,0.0135,5.489905561262276e-06,2.518727114875219e-06,-3.113632601525751e-06
28,0.014,5.734535079682246e-06,2.698670186873642e-06,-3.1270553790818667e-06
29,0.0145,5.9819649322889745e-06,2.8846668556070654e-06,-3.130186769340071e-06
30,0.015,6.232591658772435e-06,3.076077064179117e-06,-3.123970373053453e-06
31,0.0155,6.486820439022267e-06,3.273063384767738e-06,-3.1091622076928616e-06
32,0.016,6.7454429881763645e-06,3.4753816180455033e-06,-3.0868220619595377e-06
33,0.0165,7.009246473899111e-06,3.683066552184755e-06,-3.0588475965487305e-06
34,0.017,7.278538305399707e-06,3.895885583915515e-06,-3.0265189252531854e-06
35,0.0175,7.5534435381996445e-06,4.1135122046398465e-06,-2.991175279021263e-06
36,0.018000000000000002,7.834487405489199e-06,4.336168331064982e-06,-2.954004003186128e-06
37,0.0185,8.121700375340879e-06,4.563550646707881e-06,-2.916320227086544e-06
38,0.019,8.415104275627527e-06,4.795414952241117e-06,-2.8796960123145254e-06
39,0.0195,8.714588147995528e-06,5.03188948641764e-06,-2.8452020615077345e-06
40,0.02,9.0202647697879e-06,5.27289239471429e-06,-2.8137117169535486e-06
41,0.0205,9.331981345894746e-06,5.5185055316542275e-06,-2.78609809356567e-06
42,0.021,9.649405001255218e-06,5.768356004409725e-06,-2.762919848464662e-06
43,0.021500000000000002,9.972392035706434e-06,6.0224788285268005e-06,-2.744793846432003e-06
44,0.022,1.03006877907319e-05,6.280886282183928e-06,-2.732046368691954e-06
45,0.0225,1.0633681085892022e-05,6.543367817357648e-06,-2.724642399698496e-06
46,0.023,1.0971195479214657e-05,6.809958904341329e-06,-2.7223957204114413e-06
47,0.0235,1.1312938113405835e-05,7.0805194809508976e-06,-2.725166268646717e-06
48,0.024,1.1658549738058355e-05,7.3549922490201425e-06,-2.7326052531861933e-06
49,0.0245,1.200758106278954e-05,7.633422683284152e-06,-2.744351604633266e-06
50,0.025,1.2359278116491623e-05,7.915276000858285e-06,-2.759543804131681e-06
