actual,check,expected,pass,row_name
True,step89_first_user_simulation_dry_run_plan_pass,True,True,dry_run_plan
first_user_squid_proxy_runtime_geometry_diagnostic_only_wall_velocity_solid_vel_32_5step_dry_run,step90_allowed_row_name,first_user_squid_proxy_runtime_geometry_diagnostic_only_wall_velocity_solid_vel_32_5step_dry_run,True,dry_run_plan
0,step89_activation_feature_count,0,True,dry_run_plan
3,planned_step90_activation_feature_count,3,True,dry_run_plan
5,step90_allowed_n_lbm_steps,5,True,dry_run_plan
squid_proxy,geometry_type_allowed_for_step90,squid_proxy,True,dry_run_plan
configs/step85_squid_proxy_geometry_1024.json,geometry_config_path_allowed_for_step90,configs/step85_squid_proxy_geometry_1024.json,True,dry_run_plan
diagnostic_only,geometry_motion_application_mode_allowed_for_step90,diagnostic_only,True,dry_run_plan
solid_vel_experimental,wall_velocity_application_mode_allowed_for_step90,solid_vel_experimental,True,dry_run_plan
solid_vel,target_lbm_field_planned_for_step90,solid_vel,True,dry_run_plan
"[0.0, 0.0, 0.0]",target_u_lbm_allowed_for_step90,"[0.0, 0.0, 0.0]",True,dry_run_plan
True,squid_proxy_planned_for_step90,True,True,dry_run_plan
True,runtime_geometry_planned_for_step90,True,True,dry_run_plan
True,wall_velocity_planned_for_step90,True,True,dry_run_plan
True,combined_runtime_geometry_wall_velocity_planned_for_step90,True,True,dry_run_plan
False,driver_run_required,False,True,dry_run_plan
False,fsidriver_run_allowed,False,True,dry_run_plan
False,simulation_run_allowed,False,True,dry_run_plan
False,real_geometry_allowed,False,True,dry_run_plan
False,real_geometry_candidate_data_allowed,False,True,dry_run_plan
False,link_area_allowed,False,True,dry_run_plan
False,grid_48_allowed,False,True,dry_run_plan
False,grid_64_allowed,False,True,dry_run_plan
False,vtr_output_allowed,False,True,dry_run_plan
False,particle_npy_output_allowed,False,True,dry_run_plan
False,write_vtk_allowed,False,True,dry_run_plan
False,write_particles_allowed,False,True,dry_run_plan
False,dense_wall_velocity_output_allowed,False,True,dry_run_plan
False,dense_displacement_output_allowed,False,True,dry_run_plan
False,runtime_code_changed,False,True,dry_run_plan
False,solver_behavior_changed,False,True,dry_run_plan
False,solver_formula_change_allowed,False,True,dry_run_plan
False,tau_migration_allowed,False,True,dry_run_plan
False,physical_validation_claim_allowed,False,True,dry_run_plan
False,production_readiness_claim_allowed,False,True,dry_run_plan
False,real_squid_validation_claim_allowed,False,True,dry_run_plan
False,squid_swimming_claim_allowed,False,True,dry_run_plan
False,squid_actuation_claim_allowed,False,True,dry_run_plan
