actual,check,expected,pass,summary_key
True,step71_output_default_alignment,True,True,output_default_alignment_audit_pass
True,step71_tau_convention_decision,True,True,tau_convention_decision_audit_pass
True,step71_config_schema_delta,True,True,config_schema_delta_audit_pass
True,step71_no_simulation,True,True,no_simulation_audit_pass
True,step71_step70_regression_guard,True,True,step71_step70_regression_guard_pass
True,step71_artifact_manifest,True,True,artifact_budget_pass
False,current_fsidriver_write_vtk_default,False,True,FSIDriverConfig.write_vtk
False,current_fsidriver_write_particles_default,False,True,FSIDriverConfig.write_particles
preserve_legacy_external_solver_parameter_for_now,step71_tau_decision_preserved,preserve_legacy_external_solver_parameter_for_now,True,tau_convention_decision
