step,total_mpm_substeps,reaction_transfer_mode,area_policy,area_scale,raw_area_scale,area_proxy_total,area_weighted_hydro_sum_x,area_weighted_hydro_sum_y,area_weighted_hydro_sum_z,bb_link_count,active_reaction_particle_count,max_grid_reaction_norm,net_grid_reaction_force_x,net_grid_reaction_force_y,net_grid_reaction_force_z,cell_force_max_norm,hydro_force_max_norm,rho_min,rho_max,lbm_max_v,mpm_min_J,mpm_max_speed
0,0,link_area_experimental,inverse_length,1.0,1.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.02604166604578495
10,100,link_area_experimental,inverse_length,0.41789597272872925,0.41789597272872925,4710.59765625,0.02789517492055893,-8.88224440132035e-06,-0.09785211831331253,6120,8622,4.1133080230792984e-06,0.005053318105638027,-8.575520382692048e-08,0.005127748474478722,0.0,0.41118183732032776,0.9888914823532104,1.0172944068908691,0.00898683536797762,0.9971750974655151,0.06895839422941208
