step,lbm_open_boundary_semantics,row_role,step135_interior_reflection_candidate,step136_ramped_throughput_calibration_candidate,step137_ramp_target_refinement_candidate,step134_outlet_stationarity_candidate,step133_mass_damped_candidate,step132_authority_sweep_candidate,open_boundary_flux_control_measure_plane_offset,open_boundary_outlet_flux_drop_guard_enabled,open_boundary_outlet_flux_drop_guard_min_ratio,open_boundary_inlet_ramp_steps,open_boundary_inlet_ramp_profile,open_boundary_inlet_ramp_factor,open_boundary_flux_control_target_scale,target_outlet_flux,outlet_flux_raw_before_correction,outlet_flux_after_correction,outlet_flux_error,outlet_flux_error_filtered,correction_gain_effective,flow_correction_cap_u,correction_delta_abs_sum,correction_delta_abs_sum_run,controller_target_outlet_flux,controller_measured_outlet_flux,controller_raw_flux_error,controller_filtered_flux_error,controller_u_feedback,controller_u_feedback_abs,controller_density_feedback,controller_density_feedback_abs,controller_delta_cap_u,controller_slew_alpha,controller_authority_ratio,controller_saturation_count_step,controller_saturation_count_run,controller_saturation_fraction_run,controller_measure_plane_offset,controller_target_scale,controller_drop_guard_active_step,controller_drop_guard_activation_count_run,controller_drop_guard_activation_fraction_run,controller_drop_guard_reference_flux,controller_true_outlet_flux_for_guard,outlet_plane_ux_min,outlet_plane_ux_max,outlet_plane_ux_mean,outlet_plane_negative_ux_fraction,outlet_plane_rho_mean,outlet_plane_rho_std,midplane_flux,near_outlet_flux_xminus1,near_outlet_flux_xminus2,near_outlet_flux_xminus3,near_outlet_to_outlet_flux_ratio,x_profile_flux_samples,x_profile_ux_mean_samples,x_profile_rho_mean_samples,sampled_x_profile_flux,mass_total_delta_rel,validation_claim_allowed,selected96_claim_allowed
0,regularized_plane_flux_controlled_pressure_outlet,tiny_smoke,False,False,False,False,False,False,2,True,0.7,10,linear,0.0,0.85,0.0,0.0,0.0,0.0,0.0,0.0,0.005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0005,0.5,0.0,0,0,0.0,2,0.85,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,"{""0"":0.0,""2"":0.0,""4"":0.0,""5"":0.0,""6"":0.0,""7"":0.0}","{""0"":0.0,""2"":0.0,""4"":0.0,""5"":0.0,""6"":0.0,""7"":0.0}","{""0"":1.0,""2"":1.0,""4"":1.0,""5"":1.0,""6"":1.0,""7"":1.0}",0:0;2:0;4:0;5:0;6:0;7:0,0.0,False,False
5,regularized_plane_flux_controlled_pressure_outlet,tiny_smoke,False,False,False,False,False,False,2,True,0.7,10,linear,0.5,0.85,0.11715239264040699,0.0007687676649367082,0.0007687676649367082,0.11638362497547028,0.0035907812416553497,0.5,0.005,0.00604298897087574,0.010744616389274597,0.08401341736316681,3.4943222999572754e-06,0.08400992304086685,0.0035907812416553497,7.531296432716772e-05,7.531296432716772e-05,2.244238430648693e-07,2.244238430648693e-07,0.0005,0.5,0.015062592865433544,0,0,0.0,2,0.85,0,0,0.0,0.08401341736316681,0.00035785697400569916,4.4263710151426494e-05,5.18229317094665e-05,4.805181902156619e-05,0.0,0.9999200887978077,5.4623478273358866e-08,0.00016663037332277425,0.000170204791724176,2.1118670398382786e-05,0.00016663037332277425,0.2213995196301457,"{""0"":0.13782634428283175,""2"":0.01952501772364266,""4"":0.00016663037332277425,""5"":2.1118670398382786e-05,""6"":0.000170204791724176,""7"":0.0007687676649367082}","{""0"":0.008475204114802182,""2"":0.001217994013131829,""4"":1.041428208736761e-05,""5"":1.3199191464252635e-06,""6"":1.0637966624926776e-05,""7"":4.805181902156619e-05}","{""0"":1.0164113715291023,""2"":1.001850701868534,""4"":1.000010222196579,""5"":0.9999983683228493,""6"":0.9999845251441002,""7"":0.9999200887978077}",0:0.137826344283;2:0.0195250177236;4:0.000166630373323;5:2.11186703984e-05;6:0.000170204791724;7:0.000768767664937,0.0032306849025189877,False,False
10,regularized_plane_flux_controlled_pressure_outlet,tiny_smoke,False,False,False,False,False,False,2,True,0.7,10,linear,1.0,0.85,0.27266751259158667,0.00816818881804893,0.00816818881804893,0.26449932377353774,0.020686861127614975,0.5,0.005,0.04196416586637497,0.13476420938968658,0.24419309198856354,0.006314905360341072,0.23787818662822247,0.020686861127614975,0.0005232596304267645,0.0005232596304267645,1.2929289141538902e-06,1.2929289141538902e-06,0.0005,0.5,0.1046519260853529,0,0,0.0,2,0.85,0,0,0.0,0.24419309198856354,0.005633462220430374,0.00042921127169393003,0.0005975761450827122,0.0005109706216899212,0.0,0.9991017542779446,2.797172119472722e-06,0.04529874961914729,0.006405748421762194,0.014681115700989546,0.04529874961914729,0.7842311881438955,"{""0"":0.32078530893127843,""2"":0.1793909136147096,""4"":0.04529874961914729,""5"":0.014681115700989546,""6"":0.006405748421762194,""7"":0.00816818881804893}","{""0"":0.019292256329208612,""2"":0.010975269775371999,""4"":0.0028174312610644847,""5"":0.0009165235533146188,""6"":0.0004004486236226512,""7"":0.0005109706216899212}","{""0"":1.039324313402176,""2"":1.0215781927108765,""4"":1.0048047676682472,""5"":1.001104824244976,""6"":0.9997709095478058,""7"":0.9991017542779446}",0:0.320785308931;2:0.179390913615;4:0.0452987496191;5:0.014681115701;6:0.00640574842176;7:0.00816818881805,0.013559271115809679,False,False
15,regularized_plane_flux_controlled_pressure_outlet,tiny_smoke,False,False,False,False,False,False,2,True,0.7,10,linear,1.0,0.85,0.2858444880372481,0.07725241452919143,0.07725241452919143,0.20859207350805667,0.040733300149440765,0.5,0.005,0.09356837719678879,0.5054003000259399,0.2926976680755615,0.11635828763246536,0.17633938044309616,0.040733300149440765,0.0011670581297948956,0.0011670581297948956,2.5458314212301048e-06,2.5458314212301048e-06,0.0005,0.5,0.23341162595897913,0,0,0.0,2,0.85,0,0,0.0,0.2926976680755615,0.04827374219894409,0.003484905231744051,0.006316595245152712,0.004837956410483457,0.0,0.9980141520500183,7.490460536361563e-05,0.22404969802757413,0.09951220682206541,0.1564515603554693,0.22404969802757413,1.2881436448107735,"{""0"":0.33628763298499775,""2"":0.32843400465884165,""4"":0.22404969802757413,""5"":0.1564515603554693,""6"":0.09951220682206541,""7"":0.07725241452919143}","{""0"":0.020146853756159544,""2"":0.01972659444436431,""4"":0.013652400870341808,""5"":0.00962529017124325,""6"":0.006181164411827922,""7"":0.004837956410483457}","{""0"":1.0433174297213554,""2"":1.040619008243084,""4"":1.02569480240345,""5"":1.0158687010407448,""6"":1.0061648190021515,""7"":0.9980141520500183}",0:0.336287632985;2:0.328434004659;4:0.224049698028;5:0.156451560355;6:0.0995122068221;7:0.0772524145292,0.025881363078951836,False,False
20,regularized_plane_flux_controlled_pressure_outlet,tiny_smoke,False,False,False,False,False,False,2,True,0.7,10,linear,1.0,0.85,0.27183117379411187,0.37854115606277383,0.37854115606277383,-0.10670998226866196,0.04000921547412872,0.5,0.005,0.10287939012050629,1.024076223373413,0.2712908983230591,0.32609644532203674,-0.05480554699897766,0.04000921547412872,0.0012834910303354263,0.0012834910303354263,2.500576101738261e-06,2.500576101738261e-06,0.0005,0.5,0.25669820606708527,0,0,0.0,2,0.85,0,0,0.0,0.32609644532203674,0.306984007358551,0.017674947157502174,0.030258195474743843,0.0237078252248466,0.0,0.9979168921709061,9.300220827049712e-05,0.3581065252997625,0.373064770366073,0.36646262186351364,0.3581065252997625,0.9855329186562936,"{""0"":0.31980138093424926,""2"":0.32497147564761986,""4"":0.3581065252997625,""5"":0.36646262186351364,""6"":0.373064770366073,""7"":0.37854115606277383}","{""0"":0.019170265295542777,""2"":0.01953198981937021,""4"":0.021592442994005978,""5"":0.02226504939608276,""6"":0.022964645642787218,""7"":0.0237078252248466}","{""0"":1.0426673144102097,""2"":1.039821669459343,""4"":1.0366597399115562,""5"":1.0287736654281616,""6"":1.0153826475143433,""7"":0.9979168921709061}",0:0.319801380934;2:0.324971475648;4:0.3581065253;5:0.366462621864;6:0.373064770366;7:0.378541156063,0.03017828706651926,False,False
