step,time_s,total_displacement_m,x_displacement_m,y_displacement_m,z_displacement_m
0,0.0,0.0,0.0,0.0,0.0
1,0.0005,6.681475154160712e-07,1.5869150011558213e-07,-5.920454273073693e-07,2.6593292792012377e-07
2,0.001,1.9957852267076422e-06,4.770131561699808e-07,-1.7660222654267563e-06,7.979865149250184e-07
3,0.0015,3.9706176441749875e-06,9.552230985145868e-07,-3.5077450782295287e-06,1.5965831561351386e-06
4,0.002,6.578417475573321e-06,1.592898932028944e-06,-5.80102205276489e-06,2.662027914693034e-06
5,0.0025,9.803726308158941e-06,2.3897825263616605e-06,-8.628382457522896e-06,3.994121326236271e-06
6,0.003,1.3630160942169446e-05,3.3447122949314883e-06,-1.1971686768719524e-05,5.592218064886376e-06
7,0.0035,1.8040149571526853e-05,4.456397585981476e-06,-1.581165734238513e-05,7.455133077666514e-06
8,0.004,2.301635217885626e-05,5.723723745721536e-06,-2.0128969601758828e-05,9.582068507126933e-06
9,0.0045000000000000005,2.8541051586784533e-05,7.144977727274259e-06,-2.490431070327759e-05,1.1971475571159302e-05
10,0.005,3.459711275340098e-05,8.719033143651768e-06,-3.011856726774081e-05,1.4622263082369103e-05
11,0.0055,4.1167574686998924e-05,1.0443883618031898e-05,-3.5753153909848416e-05,1.7533011323823704e-05
12,0.006,4.823631919830382e-05,1.2317851303130627e-05,-4.1790306568145766e-05,2.070225364579929e-05
13,0.006500000000000001,5.578854296543277e-05,1.433912928648821e-05,-4.821365743171509e-05,2.412869939653892e-05
14,0.007,6.381003955603287e-05,1.650603972082064e-05,-5.500741361633063e-05,2.7811081390681225e-05
15,0.0075,7.228825680229859e-05,1.881638849814108e-05,-6.215769474900616e-05,3.174833190722727e-05
16,0.008,8.1211802414739e-05,2.1268650302736757e-05,-6.965182897612802e-05,3.593917202761794e-05
17,0.0085,9.057077300558032e-05,2.3860924356565698e-05,-7.747875189217991e-05,4.038272176201887e-05
18,0.009000000000000001,0.00010035637645391829,2.6591415480365915e-05,-8.562895960695164e-05,4.5077490994310756e-05
19,0.0095,0.00011056120372803972,2.9457999965337333e-05,-9.409435621396764e-05,5.002257626826371e-05
20,0.01,0.00012117956857229049,3.2459246361349495e-05,-0.00010286864098601457,5.521709759404343e-05
21,0.0105,0.00013220624631701846,3.559314829158032e-05,-0.00011194645185170213,6.065979951948629e-05
22,0.011,0.00014363734585476077,3.8857804977987694e-05,-0.00012132397552174844,6.634946179202222e-05
23,0.0115,0.00015546982119382557,4.225124524334284e-05,-0.0001309981730979258,7.228538041978377e-05
24,0.012,0.00016770104077716357,4.577148617721918e-05,-0.00014096700300381885,7.846600662066244e-05
25,0.0125,0.00018032883549609757,4.941676779994812e-05,-0.0001512287521925498,8.489014360848373e-05
26,0.013000000000000001,0.0001933514082297838,5.318474347197164e-05,-0.00016178241160910898,9.155654766428185e-05
27,0.0135,0.00020676661597492587,5.7073653213621174e-05,-0.00017262659673615699,9.846364653955294e-05
28,0.014,0.00022057242255944917,6.108103305336058e-05,-0.0001837602163862994,0.00010561005571695762
29,0.0145,0.00023476623399955877,6.520492354715896e-05,-0.00019518153404626327,0.0001129941208156075
30,0.015,0.0002493446420533374,6.944286072348042e-05,-0.00020688816787689692,0.00012061395279065835
31,0.0155,0.00026430391768934007,7.37926856739315e-05,-0.00021887707897997276,0.00012846799112680387
32,0.016,0.0002796393969379318,7.825157069784448e-05,-0.0002311443719338246,0.00013655461664274915
33,0.0165,0.0002953452710223614,8.28173334204306e-05,-0.00024368497799700652,0.00014487149443213394
34,0.017,0.000311415045396518,8.748729867259346e-05,-0.0002564927959066678,0.00015341691144808072
35,0.0175,0.0003278410820901416,9.225892035041266e-05,-0.0002695605276137824,0.00016218874398178946
36,0.018000000000000002,0.00034461485758230295,9.712937075322059e-05,-0.000282879666549953,0.00017118522032039376
37,0.0185,0.00036172700488992495,0.00010209605684430577,-0.0002964407792241554,0.00018040422848829133
38,0.019,0.0003791673444882295,0.00010715626825497843,-0.0003102334817563454,0.00018984360957708884
39,0.0195,0.00039691343628397096,0.0001123133724130045,-0.0003242528462034511,0.00019946446803611098
40,0.02,0.0004149531802549235,0.00011756470588248541,-0.00033848627111104533,0.00020926472708934877
41,0.0205,0.00043327397412475506,0.00012290660790571073,-0.00035292060356440516,0.00021924267368992465
42,0.021,0.0004518635753389875,0.00012833660277794667,-0.0003675420335897309,0.0002293976038459719
43,0.021500000000000002,0.0004707088827910937,0.00013385140520381185,-0.0003823360002885655,0.00023972867276724865
44,0.022,0.0004897977185908221,0.0001394481874826386,-0.0003972883534243727,0.00025023583352096435
45,0.0225,0.0005091175794172865,0.0001451242627121332,-0.00041238452036549723,0.00026091888664275635
46,0.023,0.0005286565094972456,0.0001508765919940676,-0.0004276104447409867,0.00027177797293099836
47,0.0235,0.0005484027985775751,0.00015670247669295049,-0.00044295222271145766,0.0002828131745180746
48,0.024,0.0005683450947662133,0.00016259900697572954,-0.0004583967013621895,0.0002940241042084582
49,0.0245,0.0005884373398048151,0.00016857096998710327,-0.0004739167770062844,0.00030536080204595706
50,0.025,0.0006086692522193093,0.00017461569055797553,-0.0004894996956577451,0.00031682434748476866
