candidate_id,geometry_type,reaction_transfer_mode,n_grid,rho_min_delta,rho_max_delta,lbm_max_v_delta,mpm_min_J_delta,projected_mass_delta,active_cell_count_delta,bb_link_count_delta,step28_source,step29_source,prefix_pass
real_candidate_smoke_mesh,mesh,engineering,64,-1.1920928955078125e-07,0.0,-7.916241884231567e-09,-5.960464477539063e-08,-5.960464477539062e-07,0,0,outputs/step28_64_transfer_pair_driver/real_candidate_smoke_mesh_64_moving_boundary/diagnostics_timeseries.csv,outputs/step29_64_stability_driver/real_candidate_smoke_mesh_64_moving_boundary/diagnostics_timeseries.csv,True
real_candidate_smoke_mesh,mesh,link_area_experimental,64,1.7881393432617188e-07,1.1920928955078125e-07,2.7939677238464355e-09,2.384185791015625e-07,5.364418029785156e-07,0,0,outputs/step28_64_transfer_pair_driver/real_candidate_smoke_mesh_64_link_area/diagnostics_timeseries.csv,outputs/step29_64_stability_driver/real_candidate_smoke_mesh_64_link_area/diagnostics_timeseries.csv,True
real_candidate_smoke_voxel,voxel,engineering,64,-1.7881393432617188e-07,-1.1920928955078125e-07,-3.259629011154175e-08,5.960464477539063e-08,1.1920928955078125e-07,0,0,outputs/step28_64_transfer_pair_driver/real_candidate_smoke_voxel_64_moving_boundary/diagnostics_timeseries.csv,outputs/step29_64_stability_driver/real_candidate_smoke_voxel_64_moving_boundary/diagnostics_timeseries.csv,True
real_candidate_smoke_voxel,voxel,link_area_experimental,64,0.0,-1.1920928955078125e-07,4.516914486885071e-08,-1.7881393432617188e-07,-8.195638656616211e-08,0,0,outputs/step28_64_transfer_pair_driver/real_candidate_smoke_voxel_64_link_area/diagnostics_timeseries.csv,outputs/step29_64_stability_driver/real_candidate_smoke_voxel_64_link_area/diagnostics_timeseries.csv,True
