metric,value
artifact_budget_pass,True
output_guard_pass,True
pass_count,28
private_absolute_path_count,0
protected_diagnostics_edit_count,0
protected_external_edit_count,0
protected_real_geometry_candidate_edit_count,0
protected_sim_edit_count,0
row_count,28
step97_dense_displacement_output_count,0
step97_dense_wall_velocity_output_count,0
step97_displaced_particle_output_count,0
step97_driver_run_dir_count,0
step97_forbidden_file_count,0
step97_ggui_screenshot_count,0
step97_ggui_video_count,0
step97_large_file_count,0
step97_particle_npy_count,0
step97_raw_geometry_output_count,0
step97_real_geometry_candidate_output_count,0
step97_sparse_wall_velocity_output_count,0
step97_total_size_bytes,628702
step97_total_size_mb,0.5995769500732422
step97_vtr_count,0
