step,total_mpm_substeps,coupling_mode,rho_min,rho_max,lbm_max_v,fluid_mean_ux,projection_zone_fluid_mean_ux,far_field_fluid_mean_ux,solid_mean_vx_norm,mpm_min_J,mpm_max_speed,projected_mass,active_cell_count,cell_force_max_norm,hydro_force_max_norm,bb_link_count,bb_max_correction,active_reaction_particle_count,max_grid_reaction_norm,elapsed_seconds
0,0,moving_boundary,1.0,1.0,0.0,0.0,0.0,0.0,0.026042476296424866,1.0,0.02604166604578495,0.0,0,0.0,0.0,0,0.0,0,0.0,2.0329387999954633
10,100,moving_boundary,0.9886519312858582,1.0153920650482178,0.007571499794721603,0.0002696217561606318,0.0002845264971256256,0.00012429567868821323,0.025797363370656967,0.9956708550453186,0.02793603017926216,0.1339171975851059,18342,0.0,0.4185284972190857,54714,0.001777034136466682,4096,4.2187025428575e-06,14.717449699994177
