metric,value
artifact_budget_pass,True
forbidden_validation_claim_count,0
output_guard_pass,True
pass_count,24
private_absolute_path_count,0
protected_external_edit_count,0
protected_real_geometry_candidate_edit_count,0
row_count,24
step104_ansys_proprietary_file_count,0
step104_fluent_run_output_count,0
step104_forbidden_file_count,0
step104_large_file_count,0
step104_particle_npy_count,0
step104_private_fluent_csv_count,0
step104_step36_wall_velocity_reference_count,0
step104_total_size_bytes,361782
step104_total_size_mb,0.34502220153808594
step104_video_count,0
step104_vtr_count,0
