metric,value
artifact_budget_pass,True
forbidden_validation_claim_count,0
output_guard_pass,True
pass_count,37
private_absolute_path_count,0
protected_external_edit_count,0
protected_real_geometry_candidate_edit_count,0
row_count,37
step105_ansys_proprietary_file_count,0
step105_fluent_run_output_count,0
step105_forbidden_file_count,0
step105_large_file_count,0
step105_particle_npy_count,0
step105_private_fluent_csv_count,0
step105_step36_wall_velocity_reference_count,0
step105_total_size_bytes,403316
step105_total_size_mb,0.3846321105957031
step105_video_count,0
step105_vtr_count,0
