step,time_s,flap_tip_total_displacement_m,flap_tip_x_displacement_m,flap_tip_y_displacement_m
0,0.0,0.0,0.0,0.0
1,0.0005,2.130408773837189e-07,4.441244527697563e-08,-2.0836014869018982e-07
2,0.001,6.350048238346062e-07,1.3314421209997818e-07,-6.208894660630904e-07
3,0.0015,1.2595257885550382e-06,2.6670750230550766e-07,-1.2309640169405611e-06
4,0.002,2.0782931642315816e-06,4.4530025888889213e-07,-2.030027189903194e-06
5,0.0025,3.081648173974827e-06,6.689224392175674e-07,-3.0081719160079956e-06
6,0.003,4.258866738382494e-06,9.37562447234086e-07,-4.154385806032224e-06
7,0.0035,5.598499228653964e-06,1.2512318789958954e-06,-5.456886810861761e-06
8,0.004,7.089150585670723e-06,1.6098609876280534e-06,-6.9039410846016835e-06
9,0.0045000000000000005,8.718820936337579e-06,2.013554421864683e-06,-8.483126293867826e-06
10,0.005,1.0475888302607927e-05,2.46166018769145e-06,-1.0182557161897421e-05
11,0.0055,1.234915544046089e-05,2.954446244984865e-06,-1.1990533494099509e-05
12,0.006,1.4328216821013484e-05,3.4914701245725155e-06,-1.3896310520067345e-05
13,0.006500000000000001,1.640336267882958e-05,4.072475803695852e-06,-1.5889783753664233e-05
14,0.007,1.8565891878097318e-05,4.697044005297357e-06,-1.7961907360586338e-05
15,0.0075,2.0808607587241568e-05,5.364639491745038e-06,-2.0105193470953964e-05
16,0.008,2.3125299776438624e-05,6.0754132391593885e-06,-2.2312975488603115e-05
17,0.0085,2.551114266680088e-05,6.828818186477292e-06,-2.4580187528044917e-05
18,0.009000000000000001,2.7962458261754364e-05,7.624237241543597e-06,-2.6902975150733255e-05
19,0.0095,3.0477178370347247e-05,8.461426659778226e-06,-2.9279048249009065e-05
20,0.01,3.305429345346056e-05,9.339850294054486e-06,-3.170730997226201e-05
21,0.0105,3.5693949030246586e-05,1.0259240298182704e-05,-3.4187803976237774e-05
22,0.011,3.839694181806408e-05,1.121868899645051e-05,-3.672146704047918e-05
23,0.0115,4.116511263418943e-05,1.2217892617627513e-05,-3.931017272407189e-05
24,0.012,4.400078614708036e-05,1.3256539205031004e-05,-4.195632573100738e-05
25,0.0125,4.6906763600418344e-05,1.4333963008539286e-05,-4.466298196348362e-05
26,0.013000000000000001,4.9885893531609327e-05,1.5449453712790273e-05,-4.743328463518992e-05
27,0.0135,5.294116635923274e-05,1.660266389080789e-05,-5.027045335737057e-05
28,0.014,5.607514322036877e-05,1.7792825019569136e-05,-5.317741306498647e-05
29,0.0145,5.9290356148267165e-05,1.9019527826458216e-05,-5.615695772576146e-05
30,0.015,6.258846406126395e-05,2.0282284822314978e-05,-5.9211022744420916e-05
31,0.0155,6.597067840630189e-05,2.1580246539087966e-05,-6.234118336578831e-05
32,0.016,6.94375776220113e-05,2.291295641043689e-05,-6.554825085913762e-05
33,0.0165,7.298856507986784e-05,2.4279801436932757e-05,-6.883183232275769e-05
34,0.017,7.662231655558571e-05,2.5680370526970364e-05,-7.219070539576933e-05
35,0.0175,8.033675112528726e-05,2.7113977921544574e-05,-7.562292012153193e-05
36,0.018000000000000002,8.412874740315601e-05,2.8580125217558816e-05,-7.912536239018664e-05
37,0.0185,8.799447095952928e-05,3.007802843058016e-05,-8.269424870377406e-05
38,0.019,9.192934521706775e-05,3.160726191708818e-05,-8.632488606963307e-05
39,0.0195,9.592817514203489e-05,3.3167179935844615e-05,-9.001195576274768e-05
40,0.02,9.998498717322946e-05,3.475694757071324e-05,-9.37494114623405e-05
41,0.0205,0.00010409350943518803,3.6376004572957754e-05,-9.753074118634686e-05
42,0.021,0.00010824759374372661,3.802393257501535e-05,-0.00010134950571227819
43,0.021500000000000002,0.00011244046618230641,3.969976751250215e-05,-0.00010519880015635863
44,0.022,0.00011666595673887059,4.140349483350292e-05,-0.00010907198156928644
45,0.0225,0.0001209173642564565,4.313392491894774e-05,-0.00011296226148260757
46,0.023,0.0001251887733815238,4.489072671276517e-05,-0.00011686338257277384
47,0.0235,0.0001294745015911758,4.6673394535901025e-05,-0.00012076936400262639
48,0.024,0.00013376907736528665,4.8480953410035e-05,-0.00012467462511267513
49,0.0245,0.00013806794595438987,5.031306136515923e-05,-0.0001285743055632338
50,0.025,0.00014236694551073015,5.216942008701153e-05,-0.00013246394519228488
