step,rho_min,rho_max,rho_mean,mass_total,mass_total_delta_from_initial,mass_total_delta_rel
0,1.0,1.0,1.0,128.0,0.0,0.0
5,1.001,1.003,1.0019999999999998,128.25599999999997,0.2559999999999718,0.0019999999999997797
