comparison,step51_row,step52_row,active_cell_count_32,active_cell_count_48,applied_cell_count_32,applied_cell_count_48,bb_link_count_32,bb_link_count_48,rho_span_32,rho_span_48,lbm_max_v_32,lbm_max_v_48,hydro_force_max_norm_32,hydro_force_max_norm_48,impulse_proxy_32,impulse_proxy_48,bb_max_correction_48,rho_min_48,rho_max_48,artifact_size_ratio_48_vs_32,active_cell_count_ratio_48_vs_32,applied_cell_count_ratio_48_vs_32,bb_link_count_ratio_48_vs_32,rho_span_ratio_48_vs_32,lbm_max_v_ratio_48_vs_32,hydro_force_max_norm_ratio_48_vs_32,impulse_proxy_ratio_48_vs_32,active_cell_count_growth_observed,active_cell_count_non_decreasing,applied_cell_count_growth_observed,all_ratios_finite,scaling_pass
step52_48_engineering_combined_vs_step51_32_engineering_combined,engineering_runtime_geometry_plus_wall_velocity_32_40step,engineering_runtime_geometry_plus_wall_velocity_48_40step,648,648,648,2136,3888,3888,0.003463816599177716,0.0034243566620136834,0.007042082995889119,0.007021783310068709,0.002050114988871742,4.58601088618242e-05,0.08200459955486968,0.001834404354472968,0.007021783310068709,0.9982878216689931,1.0017121783310068,0.21804744431236756,1.0,3.2962962962962963,1.0,0.9886079600249621,0.9971173748119326,0.022369530056000814,0.022369530056000814,False,True,True,True,True
