case,transfer_mode,policy,stable,global_rho_min,global_rho_max,rho_min,rho_max,lbm_max_v,mpm_min_J,mpm_max_speed,solid_slowdown,projection_zone_ux_final,area_scale_final,raw_area_scale_final,area_proxy_total,bb_link_count,active_reaction_particle_count,max_grid_reaction_norm,cell_force_max_norm
squid_proxy_48,link_area_experimental,inverse_length,True,0.9921446442604065,1.0105149745941162,0.9921446442604065,1.0105149745941162,0.006503165699541569,0.9948466420173645,0.06264416873455048,-0.00018801353871822357,0.00020737334853038192,0.7994082570075989,0.7994082570075989,5181.953125,6606,3299,1.0526795449550264e-05,0.0
