actual,artifact_path,check,expected,pass,summary_key
True,outputs/step86_squid_proxy_static_geometry_smoke_matrix/squid_proxy_static_geometry_smoke_matrix.json,step86_smoke_matrix_pass,True,True,step86_squid_proxy_static_geometry_smoke_matrix_pass
True,outputs/step86_squid_proxy_static_geometry_quality/squid_proxy_static_geometry_quality.json,step86_quality_pass,True,True,step86_squid_proxy_static_geometry_quality_pass
True,outputs/step86_activation_guard/activation_guard.json,step86_activation_guard_pass,True,True,step86_activation_guard_pass
True,outputs/step86_output_guard/output_guard.json,step86_output_guard_pass,True,True,output_guard_pass
True,outputs/step86_artifact_manifest/artifact_summary.json,step86_artifact_budget_pass,True,True,artifact_budget_pass
