case,reaction_transfer_mode,step_index,driver_lbm_step,requested_phase,selected_phase,report_pass,finite_pass,cap_pass,applied_cell_count,max_applied_velocity_norm,mean_applied_velocity_norm,after_solid_vel_norm_max,wall_velocity_cap_lbm,lbm_population_update_count,apply_to_lbm_solid_vel,apply_to_lbm_populations,modify_bounceback_formula
experimental_48_link_area_scale_0025,link_area_experimental,0,0,0.0,0.0,True,True,True,2136,0.0002503418397502837,0.0001608819289805718,0.0002503418397502837,0.01,0,True,False,False
experimental_48_link_area_scale_0025,link_area_experimental,1,1,0.025,0.0,True,True,True,2136,0.0002503418397502837,0.0001608819289805718,0.0010338433295336107,0.01,0,True,False,False
experimental_48_link_area_scale_0025,link_area_experimental,2,2,0.05,0.0,True,True,True,2136,0.0002503418397502837,0.0001608819289805718,0.0017471841505369852,0.01,0,True,False,False
experimental_48_link_area_scale_0025,link_area_experimental,3,3,0.075,0.1,True,True,True,2136,0.002924725396106878,0.0018795718044314297,0.0042381657025122145,0.01,0,True,False,False
experimental_48_link_area_scale_0025,link_area_experimental,4,4,0.1,0.1,True,True,True,2136,0.002924725396106878,0.0018795718044314297,0.004416272824927034,0.01,0,True,False,False
experimental_48_link_area_scale_0025,link_area_experimental,5,5,0.125,0.1,True,True,True,2136,0.002924725396106878,0.0018795718044314297,0.0045821011379278175,0.01,0,True,False,False
experimental_48_link_area_scale_0025,link_area_experimental,6,6,0.15,0.1,True,True,True,2136,0.002924725396106878,0.0018795718044314297,0.004649361198493211,0.01,0,True,False,False
experimental_48_link_area_scale_0025,link_area_experimental,7,7,0.175,0.2,True,True,True,2136,0.0035108916550343544,0.002256270955215192,0.005005216923397747,0.01,0,True,False,False
experimental_48_link_area_scale_0025,link_area_experimental,8,8,0.2,0.2,True,True,True,2136,0.0035108916550343544,0.002256270955215192,0.004770716345404753,0.01,0,True,False,False
experimental_48_link_area_scale_0025,link_area_experimental,9,9,0.225,0.2,True,True,True,2136,0.0035108916550343544,0.002256270955215192,0.004421183344892569,0.01,0,True,False,False
experimental_48_link_area_scale_0025,link_area_experimental,10,10,0.25,0.2,True,True,True,2136,0.0035108916550343544,0.002256270955215192,0.0040130558572251205,0.01,0,True,False,False
