case,reaction_transfer_mode,step_index,driver_lbm_step,requested_phase,selected_phase,report_pass,finite_pass,cap_pass,applied_cell_count,max_applied_velocity_norm,mean_applied_velocity_norm,after_solid_vel_norm_max,wall_velocity_cap_lbm,lbm_population_update_count,apply_to_lbm_solid_vel,apply_to_lbm_populations,modify_bounceback_formula
experimental_48_link_area_scale_0025,link_area_experimental,11,11,0.275,0.35,True,True,True,2136,8.847021753355562e-05,5.6855295416562825e-05,0.004021877238912639,0.01,0,True,False,False
experimental_48_link_area_scale_0025,link_area_experimental,12,12,0.3,0.35,True,True,True,2136,8.84702175335556e-05,5.6855295416562825e-05,0.004016160634533614,0.01,0,True,False,False
experimental_48_link_area_scale_0025,link_area_experimental,13,13,0.325,0.35,True,True,True,2136,8.84702175335556e-05,5.6855295416562825e-05,0.004010171338534293,0.01,0,True,False,False
experimental_48_link_area_scale_0025,link_area_experimental,14,14,0.35,0.35,True,True,True,2136,8.84702175335556e-05,5.685529541656283e-05,0.003936677239315033,0.01,0,True,False,False
experimental_48_link_area_scale_0025,link_area_experimental,15,15,0.375,0.35,True,True,True,2136,8.84702175335556e-05,5.685529541656284e-05,0.0038476896510165853,0.01,0,True,False,False
experimental_48_link_area_scale_0025,link_area_experimental,16,16,0.4,0.35,True,True,True,2136,8.847021753355565e-05,5.685529541656284e-05,0.0037796586813381204,0.01,0,True,False,False
experimental_48_link_area_scale_0025,link_area_experimental,17,17,0.425,0.35,True,True,True,2136,8.847021753355565e-05,5.685529541656284e-05,0.0037440230836128844,0.01,0,True,False,False
experimental_48_link_area_scale_0025,link_area_experimental,18,18,0.45,0.5,True,True,True,2136,0.001371748329078698,0.0008815526700538276,0.0038625370565174484,0.01,0,True,False,False
experimental_48_link_area_scale_0025,link_area_experimental,19,19,0.475,0.5,True,True,True,2136,0.001371748329078698,0.0008815526700538276,0.004131122973812543,0.01,0,True,False,False
experimental_48_link_area_scale_0025,link_area_experimental,20,20,0.5,0.5,True,True,True,2136,0.001371748329078698,0.0008815526700538276,0.004399035879226686,0.01,0,True,False,False
experimental_48_link_area_scale_0025,link_area_experimental,21,21,0.525,0.5,True,True,True,2136,0.001371748329078698,0.0008815526700538276,0.004586144928752974,0.01,0,True,False,False
experimental_48_link_area_scale_0025,link_area_experimental,22,22,0.55,0.5,True,True,True,2136,0.001371748329078698,0.0008815526700538275,0.004606550185281886,0.01,0,True,False,False
experimental_48_link_area_scale_0025,link_area_experimental,23,23,0.575,0.5,True,True,True,2136,0.001371748329078698,0.0008815526700538275,0.0044522377269767335,0.01,0,True,False,False
experimental_48_link_area_scale_0025,link_area_experimental,24,24,0.6,0.5,True,True,True,2136,0.001371748329078698,0.0008815526700538275,0.004406269752635044,0.01,0,True,False,False
experimental_48_link_area_scale_0025,link_area_experimental,25,25,0.625,0.5,True,True,True,2136,0.001371748329078698,0.0008815526700538276,0.004449836077494796,0.01,0,True,False,False
experimental_48_link_area_scale_0025,link_area_experimental,26,26,0.65,0.75,True,True,True,2136,0.001829315527103556,0.0011756077649988158,0.0045168252808994065,0.01,0,True,False,False
experimental_48_link_area_scale_0025,link_area_experimental,27,27,0.675,0.75,True,True,True,2136,0.001829315527103556,0.0011756077649988158,0.004699578453906992,0.01,0,True,False,False
experimental_48_link_area_scale_0025,link_area_experimental,28,28,0.7,0.75,True,True,True,2136,0.001829315527103556,0.0011756077649988158,0.004980711304720355,0.01,0,True,False,False
experimental_48_link_area_scale_0025,link_area_experimental,29,29,0.725,0.75,True,True,True,2136,0.001829315527103556,0.0011756077649988158,0.005283984292407676,0.01,0,True,False,False
experimental_48_link_area_scale_0025,link_area_experimental,30,30,0.75,0.75,True,True,True,2136,0.001829315527103556,0.0011756077649988158,0.005562206761909855,0.01,0,True,False,False
experimental_48_link_area_scale_0025,link_area_experimental,31,31,0.775,0.75,True,True,True,2136,0.001829315527103556,0.0011756077649988158,0.005800390301227943,0.01,0,True,False,False
experimental_48_link_area_scale_0025,link_area_experimental,32,32,0.8,0.75,True,True,True,2136,0.001829315527103556,0.0011756077649988158,0.005979433835878734,0.01,0,True,False,False
experimental_48_link_area_scale_0025,link_area_experimental,33,33,0.825,0.75,True,True,True,2136,0.001829315527103556,0.0011756077649988158,0.006088911823056908,0.01,0,True,False,False
experimental_48_link_area_scale_0025,link_area_experimental,34,34,0.85,0.75,True,True,True,2136,0.001829315527103556,0.0011756077649988158,0.006145552547234415,0.01,0,True,False,False
experimental_48_link_area_scale_0025,link_area_experimental,35,35,0.875,0.75,True,True,True,2136,0.001829315527103556,0.0011756077649988158,0.006180121447982396,0.01,0,True,False,False
experimental_48_link_area_scale_0025,link_area_experimental,36,36,0.9,1.0,True,True,True,2136,7.340140468314363e-05,4.717133814741242e-05,0.006203946619720699,0.01,0,True,False,False
experimental_48_link_area_scale_0025,link_area_experimental,37,37,0.925,1.0,True,True,True,2136,7.340140468314363e-05,4.717133814741243e-05,0.006197970568136537,0.01,0,True,False,False
experimental_48_link_area_scale_0025,link_area_experimental,38,38,0.95,1.0,True,True,True,2136,7.340140468314363e-05,4.7171338147412434e-05,0.006148725272577863,0.01,0,True,False,False
experimental_48_link_area_scale_0025,link_area_experimental,39,39,0.975,1.0,True,True,True,2136,7.340140468314364e-05,4.7171338147412434e-05,0.006072787607741521,0.01,0,True,False,False
