row_name,check,actual,operator,expected,pass
canonical_driver_moving_boundary_engineering_32_3step_rebaseline,rho_min_min,0.9631504416465759,>,0.9,True
canonical_driver_moving_boundary_engineering_32_3step_rebaseline,rho_max_max,1.037545919418335,<,1.1,True
canonical_driver_moving_boundary_engineering_32_3step_rebaseline,lbm_max_v_max,0.028745334595441818,<,0.5,True
canonical_driver_moving_boundary_engineering_32_3step_rebaseline,mpm_min_J_min,0.9998476505279541,>,0.0,True
canonical_driver_moving_boundary_engineering_32_3step_rebaseline,mpm_max_speed_max,1.5669373273849487,<,10.0,True
canonical_driver_moving_boundary_engineering_32_3step_rebaseline,projected_mass_final,0.02699998766183853,>,0.0,True
canonical_driver_moving_boundary_engineering_32_3step_rebaseline,active_cell_count_final,1320,>=,1,True
canonical_driver_moving_boundary_engineering_32_3step_rebaseline,bb_link_count_max,2272,>,0,True
canonical_driver_moving_boundary_engineering_32_3step_rebaseline,bb_max_correction_max,0.006872159894555807,>=,0.0,True
canonical_driver_moving_boundary_engineering_32_3step_rebaseline,active_reaction_particle_count_final,892,>=,0,True
canonical_driver_moving_boundary_engineering_32_3step_rebaseline,has_nan,False,==,False,True
canonical_driver_moving_boundary_engineering_32_3step_rebaseline,has_inf,False,==,False,True
canonical_driver_moving_boundary_engineering_32_3step_rebaseline,stable,True,==,True,True
canonical_driver_moving_boundary_engineering_32_3step_rebaseline,diagnostics_csv_exists,True,==,True,True
canonical_driver_moving_boundary_engineering_32_3step_rebaseline,diagnostics_npz_exists,True,==,True,True
canonical_driver_moving_boundary_engineering_32_3step_rebaseline,driver_config_exists,True,==,True,True
canonical_driver_moving_boundary_engineering_32_3step_rebaseline,geo_path_name,geo_all_fluid_32.dat,==,geo_all_fluid_32.dat,True
canonical_driver_moving_boundary_engineering_32_3step_rebaseline,runtime_hard_fail,False,==,False,True
canonical_driver_moving_boundary_engineering_32_3step_rebaseline,previous_rebaseline_step,Step76,==,Step76,True
canonical_driver_moving_boundary_engineering_32_3step_rebaseline,completed_lbm_steps,3,==,3,True
canonical_driver_moving_boundary_engineering_32_3step_rebaseline,max_grid_reaction_norm_max_finite,4.051990254083648e-05,is_finite,True,True
