metric,value
artifact_budget_pass,True
output_guard_pass,True
pass_count,35
private_absolute_path_count,0
protected_diagnostics_edit_count,0
protected_external_edit_count,0
protected_real_geometry_candidate_edit_count,0
protected_sim_edit_count,0
row_count,35
step87_dense_displacement_output_count,0
step87_dense_wall_velocity_output_count,0
step87_displaced_particle_output_count,0
step87_driver_run_dir_count,0
step87_forbidden_file_count,0
step87_large_file_count,0
step87_particle_npy_count,0
step87_raw_geometry_output_count,0
step87_real_geometry_candidate_output_count,0
step87_sparse_wall_velocity_output_count,0
step87_total_size_bytes,552517
step87_total_size_mb,0.526921272277832
step87_vtr_count,0
