case,candidate_id,mode_class,geometry_type,geometry_source,mode,reaction_transfer_mode,boundary_motion_mode,boundary_motion_config_path,boundary_motion_report_enabled,boundary_motion_report_written,boundary_motion_interface_report_path,wall_velocity_application_mode,wall_velocity_application_config_path,wall_velocity_application_report_enabled,wall_velocity_application_report_written,wall_velocity_application_report_path,wall_velocity_application_timeseries_path,application_report_count,application_envelope_pass,applied_cell_count_min,applied_cell_count_max,max_applied_velocity_norm,mean_applied_velocity_norm_max,wall_velocity_cap_lbm,lbm_population_update_count_max,modify_bounceback_formula_any,quality_check_enabled,quality_check_strict,quality_pass,quality_severity,quality_warnings_count,quality_reasons_count,quality_gate_strict,quality_report_path,driver_timing_path,n_grid,n_particles,n_lbm_steps,mpm_substeps_per_lbm_step,completed_lbm_steps,total_mpm_substeps,diagnostics_row_count,rho_min_global,rho_max_global,lbm_max_v_global,mpm_min_J_global,mpm_max_speed_global,projected_mass_min,projected_mass_max,active_cell_count,cell_force_max_norm,hydro_force_max_norm,bb_link_count_min,bb_link_count_max,bb_max_correction_max,active_reaction_particle_count_max,max_grid_reaction_norm,area_scale_final,area_scale_min,area_scale_max,raw_area_scale_final,has_nan,has_inf,stable,notes
experimental_48_moving_boundary,squid_proxy_multicycle_jet_proxy_stability,experimental,squid_proxy,configs/step30_squid_proxy_geometry.json,moving_boundary,engineering,prescribed_kinematic,configs/step34_boundary_motion_interface_prescribed_kinematic.json,True,True,outputs/step39_multicycle_driver/experimental_48_moving_boundary/boundary_motion_interface_report.json,solid_vel_experimental,configs/step36_wall_velocity_application_solid_vel_experimental.json,True,True,outputs/step39_multicycle_driver/experimental_48_moving_boundary/wall_velocity_application_report.json,outputs/step39_multicycle_driver/experimental_48_moving_boundary/wall_velocity_application_timeseries.csv,80,True,2136,2136,0.007021783310068709,0.004512541910430384,0.01,0,False,True,True,True,ok,0,0,True,outputs/step39_multicycle_driver/experimental_48_moving_boundary/geometry_quality_report.json,outputs/step39_multicycle_driver/experimental_48_moving_boundary/driver_timing.json,48,4096,80,5,80,400,81,0.9870661497116089,1.0107489824295044,0.008082426153123379,0.9909251928329468,0.08535090833902359,0.022940343245863914,0.022940397262573242,4885,0.0,0.4208977520465851,6614,6692,0.0025169772561639547,3259,1.0544598808337469e-05,1.0,1.0,1.0,1.0,False,False,True,Step 39 controlled jet-cycle proxy multi-cycle stability envelope
static_48_moving_boundary,squid_proxy_multicycle_jet_proxy_stability,static,squid_proxy,configs/step30_squid_proxy_geometry.json,moving_boundary,engineering,static,,False,False,,disabled,,False,False,,,0,True,0,0,0.0,0.0,0.0,0,False,True,True,True,ok,0,0,True,outputs/step39_multicycle_driver/static_48_moving_boundary/geometry_quality_report.json,outputs/step39_multicycle_driver/static_48_moving_boundary/driver_timing.json,48,4096,80,5,80,400,81,0.9941850304603577,1.0061306953430176,0.004863139241933823,0.9909238219261169,0.08537762612104416,0.02294035255908966,0.02294040098786354,4885,0.0,0.418045312166214,6614,6692,0.0020447473507374525,3259,1.0544597898842767e-05,1.0,1.0,1.0,1.0,False,False,True,Step 39 controlled jet-cycle proxy multi-cycle stability envelope
experimental_48_link_area,squid_proxy_multicycle_jet_proxy_stability,experimental,squid_proxy,configs/step30_squid_proxy_geometry.json,moving_boundary,link_area_experimental,prescribed_kinematic,configs/step34_boundary_motion_interface_prescribed_kinematic.json,True,True,outputs/step39_multicycle_driver/experimental_48_link_area/boundary_motion_interface_report.json,solid_vel_experimental,configs/step36_wall_velocity_application_solid_vel_experimental.json,True,True,outputs/step39_multicycle_driver/experimental_48_link_area/wall_velocity_application_report.json,outputs/step39_multicycle_driver/experimental_48_link_area/wall_velocity_application_timeseries.csv,80,True,2136,2136,0.007021783310068709,0.004512541910430384,0.01,0,False,True,True,True,ok,0,0,True,outputs/step39_multicycle_driver/experimental_48_link_area/geometry_quality_report.json,outputs/step39_multicycle_driver/experimental_48_link_area/driver_timing.json,48,4096,80,5,80,400,81,0.9870992302894592,1.0107390880584717,0.008055496960878372,0.9909636378288269,0.08531733602285385,0.022940337657928467,0.022940397262573242,4885,0.0,0.4208909273147583,6614,6692,0.0025076628662645817,3259,1.0544550605118275e-05,0.8130925297737122,0.25,2.0,0.8130925297737122,False,False,True,Step 39 controlled jet-cycle proxy multi-cycle stability envelope
static_48_link_area,squid_proxy_multicycle_jet_proxy_stability,static,squid_proxy,configs/step30_squid_proxy_geometry.json,moving_boundary,link_area_experimental,static,,False,False,,disabled,,False,False,,,0,True,0,0,0.0,0.0,0.0,0,False,True,True,True,ok,0,0,True,outputs/step39_multicycle_driver/static_48_link_area/geometry_quality_report.json,outputs/step39_multicycle_driver/static_48_link_area/driver_timing.json,48,4096,80,5,80,400,81,0.9942398071289062,1.0059685707092285,0.004838054999709129,0.9909748435020447,0.08412495255470276,0.022940343245863914,0.02294040098786354,4884,0.0,0.41786298155784607,6614,6694,0.0020264028571546078,3259,1.0544559700065292e-05,0.8200294375419617,0.25,2.0,0.8200294375419617,False,False,True,Step 39 controlled jet-cycle proxy multi-cycle stability envelope
