candidate_id,geometry_type,reaction_transfer_mode,post_step_row_count,hydro_force_min,hydro_force_max,hydro_force_final,max_grid_reaction_norm_min,max_grid_reaction_norm_max,max_grid_reaction_norm_final,active_reaction_particle_count_min,active_reaction_particle_count_max,bb_link_count_min,bb_link_count_max,bb_max_correction_max,finite_pass,positive_post_step_pass
real_candidate_smoke_mesh,mesh,engineering,20,0.4162072539329529,0.4173511266708374,0.4164999723434448,4.213553893350763e-06,4.21738923250814e-06,4.2154952097916976e-06,4096,4096,498338,498714,0.0011108384933322668,True,True
real_candidate_smoke_mesh,mesh,link_area_experimental,20,0.4162072539329529,0.4173510670661926,0.41649991273880005,4.213553438603412e-06,4.21738923250814e-06,4.215494755044347e-06,4096,4096,498338,498714,0.0011108358157798648,True,True
real_candidate_smoke_voxel,voxel,engineering,20,0.4170735478401184,0.41914668679237366,0.41731515526771545,4.216079105390236e-06,4.2174419832008425e-06,4.2171895984211005e-06,4096,4096,101868,102144,0.0012320202076807618,True,True
real_candidate_smoke_voxel,voxel,link_area_experimental,20,0.4170735478401184,0.4191468060016632,0.4173150062561035,4.216079105390236e-06,4.217441528453492e-06,4.217188234179048e-06,4096,4096,101868,102144,0.0012320529203861952,True,True
