policy,stable,area_scale_final,raw_area_scale_final,area_proxy_total,rho_min,rho_max,lbm_max_v,mpm_min_J,mpm_max_speed,solid_slowdown,projection_zone_ux_final,cell_force_max_norm,bb_link_count,active_reaction_particle_count
uniform,True,1.0,1.0,2458.0,0.9854516983032227,1.0152928829193115,0.012824387289583683,0.9986472725868225,0.08957298845052719,-0.0014737322926521301,0.0005498286918736994,0.0,2458,3584
inverse_length,True,0.7510586977005005,0.7510586977005005,1895.64501953125,0.9854512810707092,1.0152946710586548,0.012829682789742947,0.9986491799354553,0.08962579071521759,-0.0015493854880332947,0.0005505263106897473,0.0,2458,3584
length,True,1.3518551588058472,1.3518551588058472,3253.2900390625,0.9854525327682495,1.0152900218963623,0.012816964648663998,0.9986468553543091,0.08952902257442474,-0.001405365765094757,0.000549142889212817,0.0,2458,3584
