case,geometry_type,geometry_source,quality_kind,mode,reaction_transfer_mode,quality_check_enabled,quality_check_strict,quality_pass,quality_severity,quality_warnings_count,quality_reasons_count,quality_gate_strict,quality_report_path,driver_timing_path,n_grid,n_particles,n_lbm_steps,mpm_substeps_per_lbm_step,completed_lbm_steps,total_mpm_substeps,rho_min_global,rho_max_global,lbm_max_v_global,mpm_min_J_global,mpm_max_speed_global,projected_mass,active_cell_count,cell_force_max_norm,hydro_force_max_norm,bb_link_count_min,bb_link_count_max,active_reaction_particle_count_max,area_scale_final,area_scale_min,area_scale_max,raw_area_scale_final,stable,notes
voxel_sphere,voxel,configs/step20_voxel_sphere_geometry.json,voxel,moving_boundary,engineering,True,True,True,ok,0,0,True,outputs/step24_strict_voxel_sphere_48_long/voxel_sphere_48_moving_boundary_engineering/geometry_quality_report.json,outputs/step24_strict_voxel_sphere_48_long/voxel_sphere_48_moving_boundary_engineering/driver_timing.json,48,4096,30,10,30,300,0.98406583070755,1.0170201063156128,0.008774789981544018,0.99920254945755,0.028837645426392555,0.09944111108779907,14188,0.0,0.41804397106170654,36986,37206,4096,1.0,1.0,1.0,1.0,True,Step 24 strict quality-gated synthetic imported geometry long-run validation; no new FSI physics
voxel_sphere,voxel,configs/step20_voxel_sphere_geometry.json,voxel,moving_boundary,link_area_experimental,True,True,True,ok,0,0,True,outputs/step24_strict_voxel_sphere_48_long/voxel_sphere_48_moving_boundary_link_area_experimental/geometry_quality_report.json,outputs/step24_strict_voxel_sphere_48_long/voxel_sphere_48_moving_boundary_link_area_experimental/driver_timing.json,48,4096,30,10,30,300,0.984065592288971,1.017020344734192,0.00877476017922163,0.999202311038971,0.028838694095611572,0.0994410589337349,14188,0.0,0.41804397106170654,36986,37206,4096,0.794031023979187,0.25,2.0,0.794031023979187,True,Step 24 strict quality-gated synthetic imported geometry long-run validation; no new FSI physics
