row_name,coupling_mode,reaction_transfer_mode,n_grid,n_particles,n_lbm_steps,mpm_substeps_per_lbm_step,completed_lbm_steps,total_mpm_substeps,diagnostics_row_count,canonical_driver_module,legacy_driver_module_used_as_implementation,driver_run_called,initialized,rho_min_final,rho_max_final,rho_min_min,rho_max_max,lbm_max_v_max,mpm_min_J_min,mpm_max_speed_max,projected_mass_final,active_cell_count_final,cell_force_max_norm_max,hydro_force_max_norm_max,bb_link_count_final,bb_link_count_max,bb_max_correction_max,active_reaction_particle_count_final,max_grid_reaction_norm_max,has_nan,has_inf,generated_file_count,geo_path_name,diagnostics_csv_exists,diagnostics_npz_exists,driver_config_exists,elapsed_seconds,runtime_warning,stable,notes
canonical_driver_moving_boundary_engineering_32_1step,moving_boundary,engineering,32,1024,1,1,1,1,2,src.mpm_lbm.sim.drivers.fsi_driver,False,True,True,0.980000376701355,1.0200003385543823,0.980000376701355,1.0200003385543823,0.020408157259225845,0.9999732971191406,1.563986897468567,0.027000030502676964,1320,0.0,0.4074159562587738,2272,2272,0.006666668690741062,892,4.051990254083648e-05,False,False,4,geo_all_fluid_32.dat,True,True,True,216.48096530001203,False,True,controlled canonical 32^3 real-driver single-step probe completed
